CBC Egypt,Welcome to the official CBC (Capital Broadcasting Center)  Facebook page -CBC is an Egyptian TV channel. Connect to us and share this page with your friends. The content of this page is Egypt focused.,TV Channel
Mina Looka Clothes Designer,اتيليه لوقا ممر موناليزا شارع ضياء حسن محمد الهرم 01032020844,Clothing (Brand)
ارت ديكوريشن حلوان,لتصنيع الاثاث الراقي والستائر والمفروشات,Company
Start new life,شركه استشارات عقاريه وتسويق لمشاريع حصريه بدون عمولات,Consulting Agency
ما لم تره من قبل,الصورة هى تلك اللحظة التى نسرقها من الزمن لنحتفظ بها..,Arts & Entertainment
NK Wedding Dresses,"NK Wedding Dresses for rent and sale, our dresses are imported from USA , EUR 
To fix an appointmen CALL us
01200275766
 10 am - 10 pm 
",Clothing (Brand)
كورسات المشورة للمقبلين على الارتباط,"+مواعيد وأماكن كورسات المشورة للمقبلين على الارتباط فى الكنائس الأرثوذكسية
+صفحة غير رسمية وغير تابعة لإدارة كنسية ولكنها خدمية",Religious Organization
Cake zone pâtisserie,"Not just for Birthday ,
Cake for Everyday ",Cupcake Shop
3a2ilati.com,"عائلتي مجلة الأم العربية 
",News & Media Website
حملة لمقاطعة شركة جو باص / Campaign to boycott Go Bus Egypt,"لا تدعوا قصة ضحايا جو باص تنسى !!!
دع الجميع يعلمون أن يوم #جمعة 28/7/2017، 6 قتلو و 24مصاب بسبب إهمل 
#جو_باص
#go_bus
#gobus
#gobusegypt
#go_bus_egypt",Community
مؤسسة مستشفى سرطان الاطفال 57357,الصفحة الرسمية  لمؤسسة مستشفى سرطان الاطفال  57357,Non-Governmental Organization (NGO)
Htla2eha For Recruitment-Freelancer,Freelancer,Motivational Speaker
Happy Days travel,رحلات ( شرم الشيخ - الغردقة - العين السخنة -  دهب -مرسى علم - الاسكندرية - مرسى مطروح ),Travel Agency
Escapade Travel,Escapade travel offers national and international trips ensuring the best prices and amazing experiences.,Travel Agency
نيل مصر للسياحة - Egyptian Nile Tours,افضل واقوى البرامج للحج والعمرة ،و للسياحة الداخليه وتذاكر الطيران ، اتصل على خدمة العملاء 19740,Travel Agency
Elrahaftours,اقوي عروض شرم الشيخ * اقوي عروض الاقصر و اسوان * اقوي اسطول نقل سياحي * اقوي رحلات اليوم الواحد *  الرهف للسياحه 01009390052_01121221239_01147346667,Tour Agency
"CART ""Cairo animals Rescue Team"" الجمعيه المصريه لإنقاذ الحيوان","Our objective is rescuing and protecting animals, awareness campaigns. 
We will make a difference in Egypt animal rescuing.",Nonprofit Organization
