كونوا عاملين بالكلمة,,Education
Ra7ala,شركة سياحة,Cruise Agency
Karim Gergawi,"I hope you like my page & make share for it
Thankyou for visiting my page
",Music Video
2013صور تخرج دفعة الفرقة الرابعة نظم,صور تخرج دفعة الفرقة الرابعة نظم ,Author
Smart Vision,"Gathering all the talented people.....                        
soon...�",Arts & Entertainment
Virtuality,The latest news and videos on  virtual reality and augmented reality.,Publisher
Doner Konner,"Doner konner - Doner Kebab, doner kebab Egypt, Doner Kebab sandwich german donner kebab




",Fast Food Restaurant
IMT School,This is a place in which you practice technology. “Do it yourself” is our slogan. The Embedded diploma is supervised by the ITI ES department Manager.,Education
Artilady,"Lovely handmade Jewellery made of natural stone with customized colour and size.
Make this product a unique and personalized gift! 
Just call us on this number: +20 112 4884262",Jewelry/Watches
Princess,ملابس بناتي وشبابي مختلفة ومتميزة,Clothing (Brand)
Dress For Less,"Congratulations, Your Dream is Coming True :) you are getting Married, Then it is Time to save? Dress For Less have all of your bridal wedding needs. ",Women's Clothing Store
Baloshy,online shopping company ,Shopping & Retail
Fuze Communications,"Marketing Communication Services, Events Management and Production, Website Design and Development, Graphic Design, Printings, Production and Investments",Investing Service
Al masry textile المصرى للأقمشة,,Local Business
Ay 7aga,"#Ay7aga 
BEST PRICE & BEST QUALITY 
#أي_حاجة 
أحسن سعر و أفضل جودة",Product/Service
Ehab Ishak Designs,"Providing timeless designs, Start from the outside and work their way in,
To creating a flowing design.",Interior Design Studio
SPARK Ventures,Creating a generation of change makers and enlightened leaders.,Organization
Wyld Grass,Wyld Grass is the definitive destination for those who want to build their own healthy living success story with simple ways to live well.,Health/Beauty
Source,"Welcome to source official page.

For all girls and ladies out there, Here are a tremendous, passionate and elegant Shoes, Slippers, Heels, Sandals and Bags store with a scent of uniqueness and variety of collections for all styles.",Product/Service
BONBON,"Heliopolis : 86 Osman Ibn Affan St. ,        Triumph Sq.
Women's Wear
Tel.: 02/27764127",Clothing (Brand)
Engineering Internships,"Internships, Scholarships, Contests, and much more by EduInfo. Checkout: www.eduinfo.asia.",Education Website
Panda,We are a panda image agency and receive branding and branding as you can contact us and place ads for your business through the following email address. Please contact us and let us have a chance to support your business,Pet
Azbakeya Delivery,"Azbakeya Delivery online bookstore , order now and have your books delivered at doorstep …",Bookstore
Meraki Portrait Gifting,"Meraki-greek word signifying putting a piece of yourself into your work. This is the essence of Meraki Portrait Gifting. Don't miss out, and order now! ",Arts & Entertainment
Deutschkurs - كورس الــمــــانى,مش مجرد كورس المـــــانى أنت هتتعلم القواعد - انت هتتكلم المانى,Website
تعالوا نعرف,سلسلة تعالوا نعرف بتقدم معلومات مسيحية ، بنقدمها ليكم فى شكل جديد ممتع وجميل,Community
Sally Mouneer Couture,"Couture dresses by designer Sally Mouneer; an academic fashion designer based in Cairo. 
Line includes: wedding gowns, evening gowns, prom dresses, cocktail dresses and veiled dresses. ",Fashion Designer
InPixio,"InPixio develops and edits Photo Software for PC and mobile devices.
Our guideline is: we love photos!",Software
Testing Geeks,Testing Geeks is an Egyptian community founded in 2016 by Sameh EL Nabawy ,Education
Ophir أوفير,أوفير دار نشر مسيحية، تطمح لأن تحيي ثقافة القراءة في العالم العربيِ من خلال توفير مجموعة متكاملة من أفضل الكتب العربية,Publisher
Charging Life,"“Don’t ask what the world needs. Ask what makes you come alive, and go do it. Because what the world needs is people who have come alive.” ~ Howard Thurman ",Organization
Bassem Youssef,"The official page of Dr. Bassem Youssef
الصفحة الرسمية للدكتور/باسم يوسف",Public Figure
Mother Teresa,,Community
Eshtry Fel SALE,"#eshrty_ fel_sale page for the perfect sale and the worst  حتعرف منو الاسعار الحلوة و العروض الممتازة فى المحلات و المولات و كمان حتعرف السيل الفاكس 
 ",Product/Service
Salma fashion,"Salma fashion is a women clothes boutique ,we seek to select unique pieces and offer a variety of beautiful and high-end fashion",Clothing Store
Edfa3ly.com,Your Online Shopping Friend in Egypt,Website
JJsHouse.com,"JJ’s House is the global leading online retailer for wedding gowns, special event dresses, wedding party dresses, and accessories.
Online Only. ",Clothing (Brand)
Just Pure,"'Just Pure' products are natural,100% free of chemicals and preservatives.

Go Green when choosing what to apply on your hair and skin.",Health/Beauty
DOT Weddings,We are a team of Professional wedding photographers,Photographer
Dukan Elخِrdwaty,احنا اونلاين ستور معندناش منتج معين بس هنعرض و نبيع منتجات مختلفة بأسعار مناسبة و كمان لو في حاجة معينة محتاجها اطلبها مننا و هتلاقيها . ,Product/Service
The Dodo,For animal people. ,Media/News Company
World's Enlightenment,,Community
MeetBuzz,MeetBuzz mobile application helps you plan your outing by displaying different outing categories & offering on-spot reservation for a more enjoyable time.,Local Service
egghead.io,"High quality, concise web development screencasts. Focus on coding with expert open-source contributors.

Let’s make the web a better place. ❤️",Computers (Brand)
Inspire To Be,"‘‘Flickr&Tumblr pics, Arabic&English Quotes.’’
      ",Personal Blog
Carmen Abraham Realtor / Design Consultant,"Real Estate Consultant.  Home improvement & remodeling consultant, offering staging & design ideas.",Home Decor
Valeo,"Welcome to the official Facebook page of Valeo, one of the world's leading automotive suppliers.",Cars
STAR TOP LASER,,Product/Service
Rousing,A skip from reality where dreams may come true ( the photos are collected from diffrent pages) all the posts are written by one admin bodour hasheesh,Personal Blog
Agazat Masr,"أجازات مصر هى أحدى الأدوات التسويقية لشركة توريكو للسياحة فى السوق المصرى والعربى
",Tour Agency
Reflecto Print Office,Printing your thoughts,Advertising/Marketing
Lovingsdresses,❤To be the most beautiful in a party a prom dress is absolutely necessary❤,Clothing (Brand)
Pentatonix,"A PENTATONIX CHRISTMAS TOUR - 2017
http://ptxofficial.com/tour

A PENTATONIX CHRISTMAS DELUXE ALBUM  (Oct 20)
http://smarturl.it/APTXmasDlxAmz

Get 'PTX VOL. IV - Classics' on Amazon Music: http://smarturl.it/PTXVol4Amz?IQid=PTX ",Musician/Band
Ballet Clássico,"O mundo do som do piano, das sapatilhas gastas, do brilho no olhar de corpos inquietos, e corações que pulsam em oito tempos. ( Lucas Splint)",Community
Scope Communications & Advertising,"Starting in 2011, Scope has established itself as an integration of highly experienced minds and hands in Marketing, Communications & Advertising.",Marketing Consultant
Tarek Refaat,"Professional Musician, ABRSM Diploma Certified Pianist, Classical/Light Music Piano Performer, subscribe at http://www.youtube.com/user/TarekPianoMan
",Performing Arts
كيف اتعامل مع ذوي الاحتياجات الخاصة,"كيفية التعامل مع ذوي الاحتياجات الخاصة 
الاعاقة العقلية والتوحد ع",Teacher
