empty,below,10216064001413978_10214993634215467,2017-12-17T12:04:46+0000,posted
Heya aktar mn keda bkteer bs 3agabny 😉,Karim Bassem Ashamalla is with Mark Wael Shaker.,10216064001413978_10214410229350710,2017-10-08T21:16:03+0000,posted
below,Karim Bassem Ashamalla shared a link.,10216064001413978_10209236387487897,2016-04-20T16:56:55+0000,shared
below,Karim Bassem Ashamalla updated his cover photo.,10216064001413978_10207481294771676,2015-08-30T20:43:47+0000,updated
below,Karim Bassem Ashamalla updated his cover photo.,10216064001413978_10207401534017707,2015-08-20T00:28:44+0000,updated
below,Karim Bassem Ashamalla updated his cover photo.,10216064001413978_10207401529777601,2015-08-20T00:28:02+0000,updated
below,Karim Bassem Ashamalla shared a photo.,10216064001413978_10205694592665240,2015-01-14T00:04:44+0000,shared
below,Karim Bassem Ashamalla updated his profile picture.,10216064001413978_10202914235118039,2014-01-11T15:21:09+0000,updated
below,Karim Bassem Ashamalla is playing Chess.,10216064001413978_10201407370527366,2013-06-27T01:50:42+0000,posted
below,Karim Bassem Ashamalla updated his profile picture.,10216064001413978_4523593569067,2012-09-09T21:32:45+0000,updated
below,Karim Bassem Ashamalla added a new photo — with Andrew Raafat and George Ihab at Saint Markos Church.,10216064001413978_4359140697848,2012-08-05T12:52:19+0000,added
below,Karim Bassem Ashamalla added 11 new photos — with Andrew Raafat and George Ihab at Saint Markos Church.,10216064001413978_4359148818051,2012-08-05T12:52:19+0000,added
below,Karim Bassem Ashamalla added a new photo — with Sherin Serry Ayad at Saint Markos Church.,10216064001413978_4359118137284,2012-08-05T12:47:42+0000,added
below,Karim Bassem Ashamalla added 5 new photos — with Andrew Raafat and 3 others at Saint Markos Church.,10216064001413978_4359138297788,2012-08-05T12:47:42+0000,added
below,Karim Bassem Ashamalla added a new photo — with Sherin Serry Ayad at Saint Markos Church.,10216064001413978_4359119097308,2012-08-05T12:47:42+0000,added
"د. محمد مرسي رقم 13 في قائمة المرشحين للرئاسة ..
الإعجاز العلمي في رقم 13
لو عايز مرشح إسلامي : أبو الفتوح 5 + العوا 8 = مرسي 13
لو عايز مرشح فلول : شفيق 9 + موسى 4 = مرسي 13
لو عايز مرشح ناصري : حمدين 10 + حسام خير الله 3 = مرسي 13
لو عايز مرشح إشتراكي : الحريري 1 + خالد علي 12 = مرسي 13
د.مرسي هو رقم 13 يعني رقم أولي لايقبل القسمة إلا علي نفسه والواحد الصحيح ,,
الإعجاز العلمي في رقم المرشح :))
الثورة كانت يوم 25 والتنحي كان يوم 11 من سنة 2011 ...
لو جمعنا 5+2+1+1+1+1+0+2 = 13
سبحان الله هل هي صدفة ؟!!
رقم 13 لو قلبته هيبقي 31 عدد سنوات حكم مبارك ودي إشارة ربانية إنه بعد ظلم مبارك وعهده جايين لنا رئيس "" يقلب "" دولة مبارك زي ماقلب رقمه
وكفاية مش قادر أفتي أكتر من كده
واحد عمل شير للكلام ده 13 مرة كسب طقم حلل بعد 13 يوم , وواحد طنش الكلام ده ماحصلوش حاجة بعد 13 يوم برض
انشرها ...... وإذا لم تنشرها فاعلم أن ""الشياطين الـ 13 "" قد منعوك",below,10216064001413978_4090876551412,2012-06-06T17:18:15+0000,posted
below,Karim Bassem Ashamalla updated his profile picture.,10216064001413978_3981997869513,2012-05-18T18:53:01+0000,updated
below,Karim Bassem Ashamalla is playing Parking Mania.,10216064001413978_2603684132531,2011-10-31T22:50:03+0000,posted
below,Karim Bassem Ashamalla updated his profile picture.,10216064001413978_2340305348226,2011-08-15T02:03:41+0000,updated
below,"Karim Bassem Ashamalla added a life event from July 26, 1995: Born on July 26, 1995.",10216064001413978_10204748477372949,1995-07-26T07:00:00+0000,added
