كرنفال يوم عيد الميلاد 2016,"هاتروح فين يوم عيد الميلاد الصبح 
أكيد هاتروح الكاتدرال 
عشان هناك فيه كرنفال جامد جداً 
ميعادنا في الكاتدرال يوم العيد زي ماتعودنا كل سنة 
بس السنة دي بقى فيه ألعاب كتييييييييييييير وفيه مفاجآت كتيييير 
هاتخسر كتير لو ماجيتش 
اشتري التذكرة بتاعتك من الكنيسة بخمسة جنيه أو إسأل عليها أرشي ريمون سامي 
لو مالحقتش تشتريها قبل يوم العيد مش مشكلة تعالى واشتريها يوم العيد وانت داخل الكرنفال
قول لكل اصحابك وهاتهم وتعالى",attending
خلطبيطة في  Christmas Festival 2016٠٠,"صباح الفل ..مساء الخير..سامو عليكو..ميري كريصمص...هنستناكو تحتفلو معانا بالسنة الجديدة  يوم الجمعة ١٨/١٢/٢٠١٥ في فندق لو باساچ المطار (le passage) يوم هيبقي مليان حاجات كتيييييير و Games و مزيكا و أكل D:..
هنقابلكو هناك عشان نغني مع بعض و نعيش الكريصمص إسپيريت...خلطبيطة جاية تحتفللللل...

تعالي و غني معانا..ارقص...إطنطط...إعزف...كل فشار....صقَف.. إعمل اللي يبسطك...

Merry Christmas Every one...
Waiting to see you all...:D

و ده لينك الايڤينت للي عايز يعرف تفاصيل اليوم ...
https://www.facebook.com/events/1613842138864635/

دي اول حفلات الكريسماس لخلطبيطة السنة دي .... هنستناكوا جميعاااا..",unsure
Omar Khairat Live Concert,"Omar Khairat live concert at Misr Opera House on 28th of September 2015 at 8:00 PM.

Tickets (500LE, 350LE, 300LE, 250LE, 200LE)

INFO CALL (+202) 16826
Book online or visit a ticket outlet near you: http://bit.ly/16vUirX 


*Dresscode: FORMAL (TIE IS A MUST)

Rules:
*Children under 7 Years are not allowed. Full ticket required for 7 Years and Above.
*No REFUNDS/EXCHANGE of tickets after purchase.",attending
مارين هوس (كورس الألحان),"لو أنت مش بتحب الألحان، أو مش فاهم حاجة، أو بتتململ من الصلاة بها .. تعال معنا أتعلم وعلم من خلال...

مارين هوس - كورس شرح لمعنى الألحان، وكيف نعيش اللحن، وليس كورس لتحفيظ الألحان. يبدأ الثلاثاء 21/4 لمدة 4 أسابيع، وسوف يحاضر فيها أباء أساقفة وخدام لجنة جامعة بأسقفية الشباب
+ لماذا الألحان
+ كيف نصلى الألحان
+ روحانية الألحان
+ تاريخ الألحان
+ موسيقى الألحان

للتواصل 01227408171 - 01277692748",unsure
حارة العيد ٣,"عيد القيامه ٢٠١٥
اشتري تذكرتك من مكتبه الكنيسه واستبدلها يوم العيد بالدبوس الخاص بمرحلتك + ورقه المسابقه اللي هتحلها وتكسب جايزتك في اخر اليوم
خد بالك اوعى تنسى التذكره لازم تكون معاك يوم العيد ؛)
سعر التذكره ١٠ج",attending
Prom Franciscaines 2015,"This story returns to years and years ago..

They said Wonderland is accessed by an underground passage, yet no one has ever really found it. They thought it must be mythical, But little did they know..

Until we came..
Discovering an eternal magical pathway to a world beyond belief, a world of wonder, magic.. And beauty.

The Majestic Queen of Hearts is cordially inviting you to our prom, to a night you wouldn't dare forget.

On the 13th of March, we are opening the gates to reveal a hidden world, a world we want to share with all of you.

And don't worry, you won't get lost as all the roads lead to us.
You just follow The White Rabbit to the Rabbit Hole at The Four Seasons, Nile Plaza, and we'll take you from there. Don't be late; our clock strikes at 8:00 pm.

We promise you a magically beautiful night.

PS. 
SAVE THE DATE, DON'T LET THE RABBIT TRICK YOU.


Hosted by Celebratory.

For tickets and more information, please contact:

Dina Moharram : 01005188173

Rana Nour Eldin : 01119964399",unsure
Ongoing Charity for Yara Tarek Negm - صدقه جاريه علي روح يارا طارق نجم,"-لمعرفة تفاصيل الصدقة الجارية مباشرة ,يرجى قراءة الذي في الاسفل.

- English translation will be found below 

*مقدمة*

-الانسان... و ما ادراك ما هو الانسان. الانسان هو المخلوق الوحيد الذي يمتلك فضول لا حدود له. كائن لا يملك القدرة العقلية الكافية لاِستيعاب هذه الجملة ""متعملش كده "". جملة الجنس البشري كله لم ولن يستطيع ادراك معناها .هناك مصطلح آخر لكلمة إنسان وهو ""بنى آدم"". إنت عارف إن ابوك سيدنا آدم -عليه السلام- معرفش يمسك نفسه و ماياكلش من شجرة معينة ربه قاله مايقربش منها. شجرة واحدة بس اللي في الجنة كلها هي اللي مينفعش ياكل منها. كان عنده رغبة يعرف اشمعنى دي. نسي... نسي إن ربه هو اللي أمره. نسي مين ربه. وأدينا أهو عايشين في اللي احنا فيه فيه دلوقتي من ساعتها بسبب الموضوع ده.
بيقولك إن هذا الشبل من ذاك الاسد, وده حقيقة فعلا. بعد ما الجنس بتاعنا  اتحرم من جنة الفترة دي كلها لسة بيكون نفسنا نعرف اشمعنا ده ماينفعش. طب هو شكله إيه , ريحته إيه, طعمه إيه , ملمسه إيه , احساسه إيه. من ساعتها واحنا لسة بننسى و بنقول ربنا هيسمحنا . مستهترين بكلمة ربنا. عندنا إجابة ورقة الامتحان قدامنا بتقولنا الطريق إزاي بس احنا بنوهم نفسنا إن في طريق تاني  بيجيب إجابات أحلى. المشكلة إن احنا بنكتشف إن مش ده الإجابات الصح لما تلاقي حد بيسألك اسئلة, مين ربك ؟ إيه دينك ؟ مين رسولك ؟ و تلاقي نفسك مبلم.  ساعتها املك الوحيد في إنك يادوبك تنجح في الامتحان بيكون في ايد اللي إنت سبتهم غصبن عنك.
 يا ريت محدش يفهمني غلط, يارا كانت كويسة, كانت كويسة قوي كمان. أنا كنت سألت يارا هي عملت إيه في الترم اللي فات. قالتلي إنها جابت تقريبا 1.08 يعني فوق ال90 % و عرفت إنها كانت بتحاول على قد ماتقدر إنها تطلع من الاوائل على دفعتها. في الفترة اللي عرفت فيها يارا دي استنتجت إنها مش من النوع من الناس اللي كنت بأتكلم عليه فوق. يارا مش عايزة تنجح بس... يارا عايزة تبقى أحسن واحدة. فـالي احنا بنحاول نعمله هو إن احنا بنحاول نسأعد يارا تتفوق في امتحان ربنا. و لو أنتم لسة ماخادتوش بالكم, الامتحان صعب شوية واحنا اكتشفنا إن احنا مش هنقدر نساعدها لوحدينا واحنا محتاجينك إنت ! أيوه إنت ! (شغل ممدوح فرج الله يرحمه أنا عارف بس مشيها معلش)  


-أنا عارف إن الإنسان بطبعه اناني وهتلاقي في حبة منكم بيقولي وأنا مالي هو أنا كنت اعرفها حتى, هقوله أنا عارف الصنف بتاعك ده. أنا مش هأقدر أقول حاجة أحسن من اللي قالها رسولي محمد صلي الله عليه وسلم ""البِرُّ لا يَبْلَى ، وَالِإثْمُ لَا يُنْسَى ، وَالدَّيَّانُ لَا يَمُوتُ ، فَكُن كَمَا شِئتَ ، كَمَا تَدِينُ تُدَانُ"". استنى اوضحهالك أكتر ""كَمَا تَدِينُ تُدَانُ"". يعني لو إنت ساعدتنا في الصدقة الجارية دي , لما تموت إنت , هيجي حد يعملك صدقة جارية برده . ابسط يا عم


******************************************
أحب أوضح حاجة لالناس اللي مش عارفة مين يارا اللي بنتكلم عليها. يارا طارق نجم هي البنت اللي عندها 18 سنة اللي توفت في الجامعة الألمانية من أتوبيس الجامعة الألمانية. 
******************************************

**الصدقة الجارية**

-احنا دورنا على أحسن طريقة نطلع بيها بصدقة جارية على روح يارا و هي إن احنا  هنساهم باللي هنقدر عليه  لالحاجتين دول 

1- بالتعاون مع جمعية ""شريان الخير"" المشهرة برقم (8038) نقدر نبنى مسجد ومستشفى مكونة من 3 أدوار على مساحة 450 متر مربع لخدمة أهل قرية أنشاص بمحافظة الشرقية تخدم أكثر من 35,000 أسرة فى 25 عزبة بالقرية.
وإن شاء الله دى تعتبر أول مستشفى موجودة فى قرية أنشاص لخدمه أهلها، وهتساعد ناس كتير إنها توصلها بسهولة، حيث أن أقرب مستشفى ليهم فى المحافظة نفسها أو بينزلوا القاهرة عشان يتعالجوا ..
هنكمل مع شريان مرحلة تشطيب المسجد من محارة ودهانات وسباكة وكهرباء وسيراميك وتجهيزات المسجد بتكلفة 100 ألف جنية


2-بالتعاون مع جمعية ""بشائر الفجر"" هنقدر -ان شاء الله- إن احنا نساهم و نجيب جهاز بيستخدم موجات دوبلير الفوق الصوتية اللي بتساعد الدكاترة في تقدير تدفق الدم من خلال الشرايين والأوردة الرئيسية. الجهاز تكلفته 40,000 وهيكون ملك -إن شاء الله- مستشفى الدمرداش.

علشان نوضح, احنا ""هنساهم"" باللي هنقدر عليه في المشروعين دول. و أنتم باديكو تساعدنا نخلص المشروعين الاتنين.
 
In English 

Concerning the ongoing charity, we have been searching for the best way to to benefit Yara. We found out that by contributing with these following two associations, we will 
be doing the best that we could in helping Yara. 

-1
 By collaborating with an association called ""Shoryan Al-Kheir""  known by the number (8038). We will be able to build a  small mosque and a hospital consisting of 3 floors (450 Meters squared)  which will benefit 35,000 families and will be the first hospital in the area. This project will help these people greatly since they have to travel to Cairo when  medical attention is needed
We'll be contributing -as much as we can- in finishing the  mosque (paint, pluming, electricity and ceramics ) which 
will be the first floor and it costs around 100,000 LE

-2  
Also, by collaborating  with an association called ""Basha'er Al-Fajr"", we will be able to contribute in purchasing a device that uses Doppler Ultrasound waves which helps in estimating the blood flow in major arteries and veins. This device will cost 40,000 LE and will be given t ""Al-Demrdash"" Hospital.

To clarify, we will contribute in both projects as much as we can. With your help we can finish the two projects completely 


***التواصل/Contact Details***


1- GUC

Omar Tarek Mostafa 01012410505
 Abdelrahman El Tagoury 01026244993 
Karim Hany 01001003171
Sherif Wahba 01062371033
Sara Amr El Daour  01114215097
Osama Hussein 0112 092 0620
2- الجيزة و الهرم 

 Omar Shams 01115840992

3- الرحاب و بعض مناطق في التجمع الخامس 

Sara Amr El Daour  01114215097
 Mohamed Abbas 01009917241

4- مدينة نصر  

 Omar Tarek Mostafa 01012410505
Karim Hany 01001003171
Osama Mohamed 01120920620
Sherif Wahba 01062371033
Abdel Rahman Sayed 01091487593

5- ألماظة و مصر الجديدة 

 Ahmad Sabry 01208226649

6- مدينة العبور 

 Ahmed El Shamy 01061460623

7- عمارات العبور 

 Karim Adel  01098881006 

8- العباسية 

 Ahmed Gafar 01066781438

9- الزتون 

Kamal Ahmed 01116685502

10- العبور و الشروق 

Ahmed ElSamman 01148481175
 
11- السادس من اكتوبر 

 Amr Abdallah 01156936516 

12- المعادي 

 Ather Hejazi 01023742417

13- جامعة القاهرة 

Waleed Wagdy 01112782686

14- مصر الجديدة 

Bassel Mohamed Higazy 01285411492

15- شيراتون

Abdelrahman El Tagoury 01026244993 
Ahmed El Shamy 01061460623
Ahmad Sabry 01208226649
16-جامعة عين شمس
Omar Gamal 01000485260 
Kareem Ibrahim 01111072201
Noura El-Dahchori 01121312429

****آخر وأهم حاجة هي إن احنا ندعي ليارا**** 

 
اللهم ابدلها دارا خيرا من دارها واهلا خيرا من اهلها وادخلها الجنة واعذها من عذاب القبر ومن عذاب النار .
اللـهـم عاملها بما انت اهله ولا تعاملها بما هى اهله .
اللـهـم اجزها عن الاحسان إحسانا وعن الأساءة عفواً وغفراناً.
اللـهـم إن كانت محسنه فزد من حسناتها , وإن كانت مسيئه فتجاوز عن سيئاتها
اللـهـم ادخلها الجنة من غير مناقشة حساب ولا سابقة عذاب .
اللـهـم اّنسها في وحدتها وفي وحشتها و في غربتها.
اللـهـم انزلها منزلاً مباركا وانت خير المنزلين .
اللـهـم انزلها منازل الصديقين والشهداء والصالحين وحسن اولئك رفيقا.
اللـهـم اجعل قبرها روضة من رياض الجنة ,ولا تجعله حفرة من حفر النار .
اللـهـم إنها فى ذمتك و حبل جوارك فقها فتنة القبر وعذاب النار , وانت أهل الوفاء والحق فاغفر لها و ارحمها انك انت الغفور الرحيم.
اللـهـم انها كانت تشهد أنك لا إله الا انت و أن محمداً عبدك و رسولك وانت اعلم بها.
اللهم ثبتها عند السؤال اللهم انانتوسل بك اليك ونقسم بك عليك ان ترحمها ولا تعذبها اللـهـم انها نَزَلت بك وأنت خير منزول به واصبحت فقيره الي رحمتك وأنت غني عن عذابها .
اللـهـم اّتها برحمتك و رضاك وقها فتنه القبر وعذابها و أّتها برحمتك الامن من عذابك حتي تبعثها إلي جنتك يا أرحم الراحمين .
اللـهـم انقلها من مواطن الدود وضيق اللحود إلي جنات الخلود .
اللـهـم إحمها تحت الارض واسترها يوم العرض ولا تخزها يوم يبعثون ""يوم لا ينفع مال و لا بنون إلا من أتي الله بقلب سليم""
اللـهـم يمن كتابها ويسر حسابها وثقل بالحسنات ميزانها وثبت علي الصراط اقدامها واسكنها في اعلي الجنات بجوار حبيبك و مصطفاك (صلي الله عليه وسلم) .
اللـهـم اّمنها من فزع يوم القيامة ومن هول يوم القيامة و أجعل نفسها أّمنة مطمئنة ولقنها حجته .
اللـهـم اجعل عن يمينها نوراً حتي تبعثها اّمنًه مطمئنه في نور من نورك .
اللـهـم انظر اليها نظرة رضا فإن من تنظر إليه نظرة رضا لا تعذبه ابداً. 
اللـهـم أسكنها فسيح الجنان واغفر لها يا رحمن وارحم يارحيم وتجاوز عما تعلم ياعليم .
اللـهـم اعفو عنها فإنك القائل ""ويعفو عن كثير""
اللـهـم انها جاءت ببابك وأناخت بجنابك فَجْد عليها بعفوك و إكرامك وجود إحسانك .
اللـهـم احشرها مع المتقين إلي الرحمن وفداً .
اللـهـم احشرها مع اصحاب اليمين واجعل تحيتها سلام لك من أصحاب اليمين .
اللـهـم لا نزكيها عليك ولكنا نحسبها انها اّمنت وعملت صالحاً فاجعل لها جنتين ذواتي أفنان بحق قولك:
""ولمن خاف مقام ربه جنتان""
اللـهـم شفع فيها نبينا و مصطفاك و احشرها تحت لوائه واسقها من يدك الشريفة شربة هنيئة لا تظمأ بعدها ابداُُ .
اللـهـم إنها صبرت علي البلاء فلم تجزع فامنحها درجة الصابرين الذين يوفون اجورهم بغير حساب فإنك القائل "" إنما يوفي الصابرون أجرهم بغير حساب""
اللـهـم انها كانت مصليه لك ,فثبنها علي الصراط يوم تزل الاقدام .
اللـهـم انها كانت صائمة لك , فأدخلها الجنة من باب الريان.
اللـهـم ارزقها بكل حرف في القراّن حلاوة , وبكل كلمة كرامة و بكل اّية سعادة و بكل سورة سلامة و بكل جْزءٍ جَزاءً .
اللـهـم ارحمها فانها كانت مسلمه واغفر لها فانها كانت مؤمنًه
وادخلها الجنه فانها كانت بنبيك مصدقًه وسامحها فانها كانت لكتابك مرتله.
اللـهـم اغفر لحينا وميتنا وشاهدنا وغائبنا وصغيرنا وكبيرنا وذَكّرنَا و أنثانا .
اللـهـم من أحييته منا فأحيه علي الاسلام ومن توفيته منا فتوفه علي الايمان .
اللـهـم لا تحرمنا أجرها و لا تضللنا بعدها .
اللـهـم ارحمنا اذا اتانا اليقين ,و عرق منا الجبين ,كشر الانين والحنين 
اللـهـم ارحمنا اذا يئس منا الطبيب ,و بكي علينا الحبيب وتخلي عنا القريب والغريب و ارتفع النشيج والنحيب .
اللـهـم ارحمنا اذا اشتدت الكربات وتوالت الحسرات واطبقت الروعات وفاضت العبرات ,
وتكشفت العورات وتعطلت القوي والقدرات .
اللـهـم ارحمنا اذا بلغت التراقي وقيل من راق وتأكدت فجيعة الفراق للأهل و الفراق وقد حَمً القضاء فليس منواق
اللـهـم ارحمنا اذا حملنا علي الاعناق ألي ربك يومئذ المساق وداعا ابديا للدور الاسواق والاقلام و الاوراق الي من تذل له الجباه والاعناق .
اللـهـم ارحمنا اذا و رينا التراب و غلقت القبور و الابواب و انقض الاهل و الاحباب فإذا الوحشة و الوحدة و هول الحساب .
اللـهـم انزل علي اهلها الصبر والسلوان و ارضهم بقضائك.
اللـهـم ثبتهم علي القول الثابت في الحياه الدنيا وفي الاخره و يوم يقوم الاشهاد.
اللـهـم صلي و سلم و بارك علي سيدنا محمد وعلي اّله وصحبه وسلم إلي يوم الدين",attending
(هنلم فلوس عشان أهل عم ممدوح(سواق الباص بتاع الحادثة)),"بغض النظر السواق غلط ولا لأ بس الجامعة اخلت مسؤليتها في الدفاع عن السائق و جعلته يدخل النيابة بدون محامي  من الاخر غدرت بيه و سابته هو يشيل القضية لوحدو احنا عارفين ان دة مش نتيجة اهمال عم ممدوح لوحدو دي منظومة بحلها بايظة يا ريت احنا كمان منغدورش بالسواق و نساعده في حق الدفاع عن نفسه واكيد أهله دلوقتي حالتهم صعبة ومحتاجين ده جدا وهم ملهمش ذنب فا احنا هنلملهم فلوس واحنا وصلنا لأرقامهم مع ال SU وهنوصلهالهم ان شاءالله.
اليحب يشارك يتصل ب:-

01119960013 محمد يسري 
https://www.facebook.com/yousRy3120?fref=ts

01009647837 احمد جعفر https://www.facebook.com/ahmed.gaafar.5855",attending
وقفة صمت,الوقفه كل هدفها الاعتراض بس بدون ما نقول ولا كلمة المهم العدد الوقفة في الplatform من غير ما نكون واقفين في الطوابير او بنشوف booth  في الgab,attending
اليوبيل الفضي لرسامه القمص صموئيل و القس انجيلوس,تحت رعايه وتشريف حضرة صاحب النيافه الحبر الجليل الانبا تادرس ندعوكم لحضور الاحتفال بمرور 25 عام على رسامه الاباء الاجلاء القمص صموئيل يوسف والقس انجيلوس جرجس يوم السبت الموافق 7 مارس 2015 بمسرح الكاتدرال في تمام الساعه السابعه مساءا,unsure
