Life in Christ - الحياة في المسيح,نحن هنا لدعم قصص حياة المسيحيين حول #العائلة #الكنيسة #الحياة اليومية. تواصل معنا مباشرة يوميا من 10ص :12 م،ننتظر رسائلك,Community
اضحك,,Book
الحب,,Book
Better Life,"الصفحة الرسمية للحياة الأفضل (Better Life) بالإشتراك مع صفحات
 BetterLIfe Shabab 
BetterLife heya 
 Better Life Kids
 Tamam TV 
 ",Community
Christian - Orthodox,,Religious Place of Worship
Banque Misr,الصفحه الرسميه لبنك مصر,Commercial Bank
Daniel Klein Watches Egypt,For more info contact us  01111787010,Jewelry/Watches
شركة البوسطي للاستثمار العقاري,شركة البوسطي للاستثمار العقاري (بالمحلة الكبرى),Business Service
"Sonesta, Beach Resort Sharm el Sheikh","Located in Naama Bay,Sharm el Sheikh Overlooking the Red Sea 10 minutes drive from Sharm el Sheikh International Airport.",Beach Resort
Allure,The Beauty Expert,Media/News Company
Benu travel egypt,برامج سياحية داخل وخارج مصر و حج وعمرة و حجز تذاكر طيران و حجز فنادق و استخراج تأشيرات,Travel Agency
Ahmed Magdi Clinic,"Women Health made Simple!!

Now you can contact us on hotline 01222110210

إتصل بنا علي 01222110210
الطوارئ الطبية 01270505105",Public Figure
Layalina | ليالينا,"موقع ليالينا: الموقع العربي الأول في الشرق الأوسط في مجال الموضة والجمال والمشاهير والمناسبات واللايف ستايل!
",Book & Magazine Distributor
EGYPTAIR,"Welcome to the official page of EGYPTAIR, specially dedicated to our fans. Stay updated with our offers and new destinations!",Airline Company
The CAVE,The Cave You Fear to enter holds the treasure you seek,Business Service
أسرار المال,أسرار المال هي ما تحتاجه من أجل إيقاظ شعلة ذكاءك المالي وتنمية مهاراتك في الادخار والاستثمار، وشحذ مهارة الكسب لديك.,Finance
جمعية الكرمة للمكفوفين والمسنين,معهد لتعليم المكفوفين,Community Organization
Haltaalam,Haltaalam | مشروع طويل المدى في صورة مؤسسة ثقافية تسعى لنشر الوعي العام في الوسط العربي.,Society & Culture Website
Al Plateau - البلاتوه,"Plateau - بلاتوة

أحمد أمين - هو مغمور فى أوساط و يعامل معاملة فخمة فى 
أوساط أخرى، يشبه السواد الأعظم من الشباب المصرى. ",TV Show
صوت من السماء,صـــوت مــن الســمــاء :),Public Figure
أقوال و عظات أبونا داود لمعي,أقوال و عظات أبونا داود لمعي,Religious Organization
Better Life Shabab,"الحياة الأفضل شباب
تابع كل الجديد من ترانيم وفيديوهات وأخبار للشباب هنا.
الدخول فقط للشباب
",Musician/Band
Al Nahar,"قناة النهار  ترفيهية منوعة تقدم مضمون متنوع ما بين السياسي والفني والثقافي والديني ومجموعة من برامج الترفيه والمسابقات العربية المنوعة.

",TV Channel
Bridebug.com,"Find inspiration ideas for your wedding: from your favorite gowns, shoes and accessories, to flowers, venues and honeymoon getaways. Organize and share your favorite ideas with friends and family, get advice from other brides and plan your dream wedding. ",App Page
cooliyo,www.cooliyo.com is where you find the coolest products in India! All products on cooliyo have been hand-picked by users like you. It's fun and it's Free!,Website
يوسف عاطف Youssef Atef,"LOVE Technology? Hit that like button!
!تعشق التكنولوجيا؟ اخبط زر الليك",Public Figure
محبى القمص بولس جورج,"احدث العظات والاقول المأثورة لابونا بولس جورج
ولكنها ليست الصفحة الرسمية لابونا بولس جورج 

",Public Figure
جريدة الدستور,,Media/News Company
Kattameya Shooting Club,,Sports Club
GUC Student Union,GUC SU-Power To The Students,College & University
فيتو,,Media/News Company
Cairo Downtown Churches - كنائس وسط القاهرة,الصفحة الرسمية لكنائس وسط القاهرة، تحت رعاية وإشراف نيافة الحبر الجليل الأنبا  رافائيل (أسقف عام كنائس وسط القاهرة وسكرتير المجمع المقدس).,Religious Organization
رابطه محبي شفيعنا الانبا كاراس السائح,,Public Figure
مستشفى المنيرة العام,,County
اليوم السابع,"الصفحة الرسمية لجريدة اليوم السابع علي الفيس بوك
www.youm7.com",Publisher
Diamond Dash,"Get Diamond Dash on your mobile: http://woo.ga/at2n
",Just For Fun
ايام من حياتى ع الفاضى ضيعتها,"للدعايه والاعلان 
من هنا 
https://www.facebook.com/m.nabiil.vip ",Musician/Band
T3ala N3esh 7abeby ana wnta Fl Gana,"للدعايه والاعلان 
من هنا 
https://www.facebook.com/m.nabiil.vip",Community
World of Music,"♥ World of Music ♥ موقع ترفيهى يختص ب الفن العربى والعالمى 
http://worldoofmusic.blogspot.com/",Arts & Entertainment
