Dream Catcher,,Clothing (Brand)
Kueez,,Website
A1 Events,"""A1 Events"" is a Full Service Event Planning company and Leading Travel Agency with its main Headquarter in Cairo , Egypt .",Event
Udemy,Udemy is a global community for learning and teaching online. Start learning today: https://www.udemy.com/ Have a question or need support? Contact us: https://support.udemy.com,Education
افكار للخدمة,لقليل23سيا,Community
Belquis tours, Belquis Travel Group one of The Most Reputable Management In Egypt,Travel Agency
Bright Side,Inspiration. Creativity. Wonder.,Media/News Company
Shrek,The official Facebook page for DreamWorks Animation's SHREK,Movie
Mazar Saint Charbel-Annaya,Welcome to the official FaceBook page of the monastery Saint Maron - Sanctuary of Saint Charbel,Religious Organization
Oysho,"Founded in 2001, today Oysho has more than 500 stores in 36 different countries. Part of the Inditex Group, Oysho adapts fashion trends to its collections.",Clothing (Brand)
AutoLounge Car Care,"Autolounge is a first class business for car care services with well trained professionals in the United States and Italy.

Call Us: 01111111956 - 01010206665 

Find us:
Capital Business Park 26th of July Spine, El Sheikh Zayed, 6th of October,",Automotive Wheel Polishing Service
Tasa,Tasa Resturant - Now in Korba,Restaurant
Laughing When Someone Falls,,Interest
studying the bible,,Interest
Rags & Dolls,"Rags & Dolls is an international high quality clothing brand. Located in Westfield Plaza Bonita Mall in San Diego. 

Paris • Istanbul • Egypt • Italy ",Clothing (Brand)
MAG.,Most. Amazing. Goodshit,Public Figure
Student Problems,The home of student entertainment. Student Problems is a Media Chain brand. ,Community
Wael Erian Tadros,,Artist
The Capitalway,,Real Estate Developer
iFix Egypt,"iFix Egypt.
iPhone repair in Cairo.
All screens are original iPhone screens. We also use premium iPhone quality spare parts across all repairs including batteries,  
Fix your iPhone anywhere in 30 minutes - backed by a Lifetime Warranty!
www.ifixegypt.com",Mobile Phone Shop
Diamond Land,Diamond Land is the leading diamond Jewelry retailer in Egypt.,Jewelry & Watches Store
"Damn, I need a Job.",DAMN I NEED A JOB IS ALIVE!Reborn as a community page:http://www.facebook.com/pages/Damn-I-Need-a-Job/1093220890970109 minutes ago ·,Community
Dental Works Clinic,We are ready to provide you with the smile you deserve =),Dentist & Dental Office
I Love Texting,I Love Texting <3,Media/News Company
مشاهد,,Movie/Television Studio
Extra Bella,,Clothing (Brand)
The feeling you get when you understand something in math class.,"Posting quotes, jokes, advice and facts that relate to your everyday life. Enjoy reading it. Thank you",Community
Kayla Itsines,"Join my community of over 10,000,000 confident, healthy and fit women worldwide!

Get started today with my 7-day free trial!

www.kaylaitsines.com
",Personal Trainer
Lay's,"The perfectly crispy chip that has been America’s favorite snack for more than 75 years.

lays.com",Food & Beverage Company
Levels Studio,"Architecture / Interior Design firm based in Cairo 

Instagram: levelsstudio 
Mail: levelsarchitects@gmail.com
Tel: 01007807803",Interior Design Studio
Biblaash.egypt,,Company
Luke Acheson,Just an attention seeking videographer making somewhat funny videos to please people I have never met... ,Comedian
Hussein Abd El-kader | Photography,"Wedding ,Life Style & Fashion Photographer / Videographer based in 
Cairo, Dubai and Beirut
+201003616672
+971557809967 
+961 3861 602",Photographer
El-tnheda - التنهّيدة,"تنهّيدة مشحونة ب الألم.
"" للشير علي البيدج يرجي التواصل واتساب 01092854081 ""..",Community Organization
Modo Di Vita Italian Furniture,"MODO DI VITA
01288844462


      +20 22917531

SHOWROOMS
40 ElBadia st,
Heliopolis,Cairo
",Furniture Store
Chic Me,"Customer Service: support@chicme.com or Whats App: +8613705508081
DropShipping: droshipping@chicme.com or Whats App: +8613524048653
Whosaler: vipsupport@chicme.com or Whats App: +8613524030571

iOS: http://apple.co/1IMpG9g
Android: http://bit.ly/1TyG6ui",Clothing (Brand)
EVY,"Online store sale American brands 
Clothes , Lingerie , Swimsuits ,  Make up
All products are original from USA 
",Women's Clothing Store
Aria Voss,The latest in LUXURY swimwear for the most affordable prices!,Clothing (Brand)
The Gallery,The art of fashion ,Clothing (Brand)
PortalMujer,"Portal Mujer es información femenina, útil y relevante sobre: salud, sexualidad, relaciones, belleza, dietas, moda, tendencias, celebridades y más.",Community
Dolce & Gabbana,"Dolce&Gabbana official pages: http://store.dolcegabbana.com 
http://www.dolcegabbana.com http://www.instagram.com/dolcegabbana ",Clothing (Brand)
United Bible Societies,Providing the Bible to everyone in their chosen language. The owner of the Digital Bible page - www.facebook.com/DigitalBible,Religious Organization
كنوز السماء,,Fictional Character
9GAG,"9GAG (9gag.com) is your best source of fun. Get the free app on iOS & Android: 9gag.com/apps

Watch. Laugh. Vote for the funniest 9GAG Fun Off video now: http://funoff.9gag.com/voting",Media/News Company
The Mummy,,Movie
Her Interests,"Here for her | Twitter: @itsherinterests | 
Instagram: @herinterests |",Media/News Company
Krispy Kreme Doughnuts,"Share the Joy of Krispy Kreme
http://KrispyKreme.com

",Restaurant
هيثم نبيل - Haitham Nabil,"Haitham Nabil Official Facebook Fan Page
",Event
Pull&Bear, Pull&Bear was founded in 1991 with a clear international vocation and the intention to sell clothes to young people committed to their environment who live in the community and interact together. ,Clothing (Brand)
Catherine Zeta-Jones,"Actor, performer, and mother. Born and raised in Wales. I enjoy photography, watching sports, interior design, and spending time with my family. ",Artist
Scooby-Doo,"Welcome to the Official Scooby-Doo! Facebook Fan Page where you'll find the latest news, contests and more!",Fictional Character
"When I Miss You Just I Close My Eyes And I,M With You","Hello Friends.... Its a new page about someone special. The page will let u know the value of life, the aim of life the aim of love.... Hope u all like it,",Community
High School Musical,,Movie
Berlin ArtParasites,"How ART you today?
",Arts & Entertainment
Epic Videos,,Broadcasting & Media Production Company
JoJo'S Beauty Salon,"- Address 
15 Al Badeya, Almazah, Heliopolis, Cairo Governorate, Cairo, Egypt.

- Book Now: 
01011451197

",Hair Salon
Funny Pics and Vids,"TELL EVERYBODY :)❶➡ Click ""Suggest people to join""❷➡ Select your friends❸➡ Click ""Send Invitations""

http://www.youtube.com/watch?v=gg8QiiZLE6MJonathan Arkley, Kelly Appleyard & Mike Hardy. Mktiptop@hotmail.com",Album
Kung Fu Panda,The official Facebook page for DreamWorks Animation's KUNG FU PANDA,Other
Papa John's Pizza,Better Ingredients. Better Pizza. Papa John's.,Pizza Place
Paddle Pop Max,Welcome to the official Paddle Pop Max Facebook page! ,Food & Beverage Company
Sitting in class thinking when am I going to use this in my life,,Just For Fun
JRR Tolkien's The Lord of the Rings: the Animated Classic,The Lord of the Rings is a 1978 animated film directed by Ralph Bakshi and adapted from J.R.R. Tolkien's epic fantasy Lord of the Rings,Movie
Jerusalem,,Cause
Superbad,www.SuperbadMovie.com,Movie
Marwan Serry,,Actor
American Greetings,...working to make the world a more thoughtful and caring place every.single.day.,Website
When I Was Younger,Only *LIKE* this page if you're ready to take a trip down memory lane. <3,Entertainment Website
Parents Call Discover Talent,,Media/News Company
Funny Photo's,"Get mind-blowing photos, videos and stories right in your feed. Hit LIKE - you won't regret it.
",Media/News Company
Hilarious Photos,Guff presents the most hilarious photos on the internet. ,Entertainment Website
Ain't that the truth,"We speak the truth, do you? 

Powered by Guff.",Entertainment Website
I Hate People Talking To Me When I Have My Headphones In,Let's live the enlightened way :P,Magazine
Mohamed Adaweya,صفحه المعجبين بالفنان محمد عدويه ,Event
"I hate homework""",,Community
