"Omar Khairat 2 Concert(s) 19, 20/12/2016 Cairo Opera House",اول لما يكون فيه اى تفاصيل عن الحجز هنعلن عنها Tickets Soon..,unsure
PYF BBQ NIGHT,"Dearest Parthenians,

With our new comer brothers and sisters finishing off their midterms, what could be better than 

A BBQ NIGHT!

Join us this Thursday from 6:00 PM for a night full of laughter, fun, and most importantly: BARBEQUE! So come hungry and ready for some real fun 🎉

*Date: Thursday, November 23rd.
*Place: St. Hedra's building roof at St. Mark's church, Heliopolis.
*Price: EGP 60
*Registration deadline: Tuesday, November 21st in OnWings

For reservations, please contact:
Michael Morcos +20 100 713 4319
David Maged Awad : +20 100 504 8994
Sherry Ibrahim : +20 128 942 0809
Peter S. Armanyous : +20 127 789 6665
David Sameh : +20 111 6567658

Feel free to to bring your own food and brag about your cooking skills!",unsure
GDG GUC Online Recruitment 2017/2018,"The Wait is OVER! 🔥💥

We are extremely glad to announce the launch of GDG New Cairo at GUC online members recruitment. 🙈🎉🎊

If you would like to be a part of GDG's growing community and help spread awaresness about the latest and greates in technology, here is your chance! 🙌🏻

We at GDG strive to put the latest technology into use to develop helpful, useful and entetaining stuff, to maintain a community which is up to date with the current technological scene.

GDG New Cairo at GUC is a subchapter from GDG New Cairo focused on the German University in Cairo community.

You can choose to join our team whichever way you see fit trhough one of the following committees:

The Creative Directory
+ Directory Roles:
- Thinking of good ideas to deliver the knowledge about the latest technologies to the people.
- Coming up with ideas related to event and activities tackling the consumers, and making them understand more about the current technological scene and companies strategies and goals.
- Searching for the latest developers technology and organizing sessions and workshops for it.

Social Media and Marketing Committee
+ Committee Roles:
- Planning on-ground and social media marketing campaigns for     the club’s activities and events.
- Administering the club’s social media accounts.
- Doing SWOT analysis on a regular basis, with a marketing segmentation report.
- Creating advertising plans for the club’s overall image, on-campus, off-campus, and on social media.
- Maintaining the image, identity, and branding of the club through creative ideas.

Public Relations Committee
+ Committee Roles:
- Organising the “Marketing and Advertising” on-ground campaigns, incoordination with them.
- Organising the “Fundraising and Sponsorships” fundraising events on campus, incoordination with them. 
- Participating in implementing the “Build Cool Stuff” activities and events, incoordination with them.
- Responsible for the internal and external relations of the club, with other organisations, clubs, and groups.
- Creating partnerships with other organisations or groups that will benefit the club.
- Responsible for the approvals and permissions with the university administration.

People Operations Committee
+ Committee Roles:
- Evaluating the members through an evaluation system.
-Regular documentations of the events and progress, through reports and surveys.
- Updating the members with the latest news.
- Motivating the members and developing techniques to increase their commitment.
- Responsible for the development process of the members through sessions, trainers, and workshops in coordination.    
- Maintaining our fun and cool culture in the club.

Illustrations Committee
+ Committee Roles:
- Responsible for the branding theme and identity of the club.
- Designing various graphic designs for our activities, events, items, and campaigns.
- Responsible for the artistic touch in the club.

Media Committee
+ Committee Roles:
- Responsible for the branding theme and identity of the club.
- Responsible for all the photography and videography (video 
editing) of the club.
- Covering all of our various activities and events in terms of photography and videography.

Fundraising and Sponsorships
+ Committee Roles:
- Responsible for the funding resources of the club through making deals and offers with various companies to be our sponsors.
- Brainstorming and planning for fundraising events on campus.
- Coordinating with “Public Relations and Communications” on hosting the fundraising events on campus.
- Creating the club's benefit package to be delivered to our future sponsors when contacting them.
- Determining any financial issues inside the chapter, and the ways to overcome it.
- Creating a database of contacts regarding sponsors.

Logistics and Coordination
+ Committee Roles:
- Buying all the required materials needed for our activities and events, with the reasonable quality and price.
- Brainstorming and implementing the annual club package for the members, alongside any package required for any activity or event.
- Responsible for the implementation of the club's booths.
- Creating a database of contacts regarding suppliers and printing centers



You can register through the following link:
https://goo.gl/8WtnkG

#GUC #GDG #GDGGUC #Technology
#YourTechnologyCompanionOnCampus",unsure
GUC Graduation 2017 (For GUC Students),"Dear GUC Alumni, please click on the below poster to register for attendance in the GUC Concert on Thursday the 12th of October, 2017
Note: Upon successfully registering you will be granted access via Gate 8🎈
Looking forward to seeing you all there 🤗
#GUC #German_University_in_Cairo",unsure
Michelle & Marina Wedding Cermony,"لِتَكُونَ عَيْنَاكَ مَفْتُوحَتَيْنِ عَلَى هذَا الْبَيْتِ لَيْلاً وَنَهَارًا، عَلَى الْمَوْضِعِ الَّذِي قُلْتَ: إِنَّ اسْمِي يَكُونُ فِيهِ، لِتَسْمَعَ الصَّلاَةَ الَّتِي يُصَلِّيهَا عَبْدُكَ فِي هذَا الْمَوْضِعِ (سفر الملوك الأول 8: 29)

فرحتنا هتكمل بوجودكم هنستناكم يوم الأثنين 11/9 الساعة 8 مساءً في كنيسة الملاك ميخائيل بمساكن شيراتون",unsure
Mina & Marina's wedding day..,"'It is right for me to feel this way about you , because I hold you in my heart … <3'
[Philippians 1:7]


طبعا كلنا عارفين ان اجازة عيد الاضحى للسفر 😄
ابسلوتلي !
احنا ناويين نغلس عليكم في يوم واحد :D
السبت 2/9 الساعة 7 مساء
في كنيسة العدرا و القديس اثناسيوس مدينة نصر 
مواصلات سهلة .. عربية سهلة
مافيش مفر .. هتيجي يعني هتيجي :D
مستنينكم تيجوا تصلولنا و تفرحوا معانا
وجودكم هايفرق معانا جدا :)

p.s : excuses are not allowed ;)",unsure
Maro's birthday,,attending
Startup Reactor Program at Greek Campus,"برنامج  startup Reactor  يدعم الشركات الناشئة في مصر و هو مكون من أربع مراحل:
المرحلة الأولى:  Spark
بنعمل فيها جلسات تعريفية في أماكن مختلفة عشان نشرح البرنامج أكتر، وكمان بيكون فيه محاضرة للBusiness Model Canvas من VC4A، وباب التقديم بيكون مفتوح لغاية 1 ابريل.
المرحلة الثانية:Ignite 
 بنقبل فيها 30 شركة عشان يحضروا محاضرات مكثفة مع مختصين مختلفين لمدة 5 أسابيع
المرحلة الثالثة: Plasma
بنختار 10 شركات من ال30 شركة و بنديهم مساحة عمل و تسجيل للشركة و محاضرات و فرصة للعمل الفردي مع مدربين في مجالات كتير. لمدة 5 شهور.
المرحلة الرابعة: Nova
ده آخر مرحلة و بتكون حدث ضخم بيحضره شركاء و مستثمرين و مديرين عشان يقيموا على شغل ال10 عشان نختار أفضلهم و يكسبوا جوائز مالية مجموعها15,000 يورو.

مميزات الالتحاق بالبرنامج:
دورات تدريبية عن ادارة الاعمال و المهارات التشغيلية
مساحة للعمل وقت البرنامج
الارشاد و الاستشارة من افضل رجال الاعمال
تسجيل الشركة قانونيا
خدمات مثل الحسابات و ادارة الموارد البشرية و التسويق
عرض فكرة الشركة امام مستثمرين محليين و أجانب
الدعاية للشركة في بعض وسائل الاعلام
استثمار يصل الي  300,000 جنيه
افضل 3 شركات يحصلون علي جائزة نقدية مجموعها 15,000 يورو 

شروط الالتحاق:
علي الاقل واحد من افراد الشركة يكون سنة اقل من 35 سنة
تكون الشركة مؤسسة في مصر, و يتمكن الفريق من حضور المسابقة في القاهرة
انشات الشركة من فترة لا تزيد عن 3 سنين
لم تحصل الشركة علي استثمار يزيد عن 100,000 جنيه

 لمعرفة تقاصيل عن البرنامج، سجل في محاضرات الاستعلامات على : http://bit.ly/2mC6TeI
المكان: Greek Campus
العنوان: 28 شارع الفلكى، باب اللوق
المعاد: 1:00
اليوم: 29/3

سجل في برنامج Startup Reactor من خلال :  http://bit.ly/2mpOd0S 
اخر معاد للتقديم: 1 ابريل
لأي استفسارعن Startup Reactor 
Website: http://innoventures.me/reactor 
Phone: +20-2-2774-4374
Facebook: Innoventures.egypt
Email: info@innoventures.me 
Twitter: innoventuresLLC
------------------------------------------------------------------------------------------

Startup Reactor program  supports startups consisting of 4 stages:

Spark: Info sessions to know more about Startup Reactor are held and Business Model Canvas workshops are presented by VC4A. 

Ignition: 30 startups are chosen to attend concentrated sessions and get mentorship for 5 weeks.

Plasma: 10 startups are selected to receive Startup Reactor’s full acceleration benefits from including co-working space, sessions, legal company registration, access to mentors.

Nova: The top 10 startups get to pitch in front of a panel of investors in the big demo to win cash prizes totaling 15,000 EUR. Event is attended by potential partners and customers for the startups.

What are the benefits the program?
5 months intensive training on business and operational skills
Access to office space and facilities
Exclusive access and mentorship from some of Egypt’s leading business personalities
Company registration and legal advice
Support services such as accounting, HR and branding/marketing
Demo day in front of local and international investors
Features in local and international media
Equity funding up to 300,000 EGP
Top 3 startups will receive cash prizes worth 15,000 Euros

Are you eligible
At least one of team members less than 35 years old
Based in Egypt, and willing to join the program in Cairo
Startup is less than 3 years in operations
Startup hasn’t received more than 100,000 EGP funding

What’s next
Sign up for Startup Reactor info sessions: http://bit.ly/2mC6TeI
Place: Greek Campus
Address: 28 Falaki St., Bab El Louk
Time: 1:00
Date: 29/3

Submit your application today on http://bit.ly/2mpOd0S
Applications close 1st April, 2017 at 11:59 PM

For more info about Startup Reactor program contact us on:
Website: http://innoventures.me/reactor
Phone: +20-2-2774-4374
Facebook: Innoventures.egypt
Email: info@innoventures.me 
Twitter: innoventuresLLC",unsure
عمر خيرت في أوبرا القاهرة - 21 و 22 مارس2017,"تنظم دار الأوبرا بالقاهرة حفلين للموسيقار الكبير عمر خيرت خلال شهر مارس 2017 يومي : الثلاثاء والأربعاء 21 ، 22 مارس2017

ميعاد طرح التذاكر : اليوم 16 مارس 2017

أسعار التذاكر : 200-300-500 جنيه

الدخول بالملابس الرسميـــــة

Our Group

https://www.facebook.com/groups/1837205319882598/?ref=bookmarks

Our Fan Page

https://www.facebook.com/pages/Omar-Khayrat/17083234329


(,"") Join us and Invite your friends ('',)",unsure
S0: Recruitment | GDG New Cairo at GUC,"We are extremely glad to announce the launch of GDG New Cairo at GUC - Season 0: Members Recruitment.

GDG New Cairo at GUC is a subchapter from GDG New Cairo focused on the German University in Cairo community.

GDG focuses on spreading awareness about the latest technologies in our community, so people can benefit their community by developing useful, helpful, and entertaining stuff.

We aim to mix technology with fantasy in a thrilling, extraordinary, and epic atmosphere.

GDG New Cairo at GUC is divided into 3 main directories:

- Build Cool Stuff 
1. Timaeus
2. Critias
3. Hermocrates 

- Do Cool Stuff
1. People Operations
2. Inspirations 
3. Marketing and Advertising
4. Public Relations and Communications
5. Illustrations and Photography

- Get Cool Stuff
1. Logistics and Coordination 
2. Fundraising and Sponsorships 

We are currently recruiting new members for Season 0: Generating... which focuses on Do Cool Stuff and Get Cool Stuff directories.

The recruitment process is as follows:

Apply through the following form: http://gdgnewcairo.org/online-recruitment/

You will receive an e-mail later to reserve your interview slot.

For any inquiries, kindly contact us at: hr@guc.gdgnewcairo.org",unsure
Hash Code 2017 by Google,"Think you could come up with a way to optimize the layout of a Google data center? Or how about routing Google Street View cars through a busy city?  

Step into the shoes of a Google engineer and tackle similar challenges during Hash Code (g.co/hashcode), a team-based programming competition for students and professionals (18+) across Europe, the Middle East and Africa organized by Google. You pick your team and programming language, we pick a real-life engineering problem to solve. Are you up for the challenge?

The competition is divided into two stages:

Online Qualification Round
23rd February 2017, 18:30 - 22:30 CET
For this round, your team can participate from wherever you’d like, including one of our Hash Code hubs. Hubs allow for teams in the same location (eg. city or university) to compete side-by-side in a more fun and exciting environment.

Final Round
1st April 2017
Top scoring teams from the Online Qualification Round will be invited to Google Paris to compete in the Final Round of the competition.

Registration is now open at g.co/hashcode.",attending
Engineerex 6: Employment Fair and Conference,"Engineerex is by far region’s biggest Engineering and CS platform; with more than 40 employers participating at the Employment Fair, and 20+ amazing Conferences, Talks & Workshops taking place throughout the day. You will get to have brilliant networking opportunities, so don't forget to stop by our networking lounge!

Employers unleash hundreds of career opportunities to Engineers and Computer Scientists from various levels of experience exclusively at Engineerex that you can get to apply for. Regardless of how many years of experience you have, Engineerex will take your career to a whole new level; you might even have an immediate interview if you are well prepared. The conferences and workshops are life-changing and will give you all the insights, coaching and inspiration you might need to jump to the right track.

>Register and secure your tickets now before registration is closed, on attend.engineerex.com

You can visit engineerex.com for more information.

Join the largest crowd of Engineers and CS; and the leading Engineering Employment Fair + Conference.",unsure
Unravel Your Entrepreneurial Side 2.0,"Being an entrepreneur is a never ending process of exposing oneself to new experiences. With each new experience, a new side is realized within oneself. And since a side that Canvas GUC is very committed to unraveling in its community is the entrepreneurial one, Canvas is hereby proudly announcing the return of last year’s “Unravel your entrepreneurial side”.

Join us in Canvas’s second event of its type which will be an upgrade to last year’s. With an evolved experience this year, you’ll be truly witnessing entrepreneurship from the views of some of the entrepreneurs who made it. Our group of honorable guests is a diverse one from lots of different entrepreneurial paths that will relate to the audience’s different walks of life.

We’ll discuss several topics over the entrepreneurial sphere, from funding a startup to technology trends to even what would make entrepreneurship a bad option. And as we have mentioned our high regard to new experiences, be ready for a diverse event with some activities to involve you in the startup scene and a special emphasis on personal exposure to what it’s like to be an entrepreneur. Sounds a little intense to you? Don’t worry, because there’ll be a break in the middle to grab a bite.

The event will take place in the D1 Hall of the GUC. We'll start at 11:00 AM and finish by 05:00 PM. The event is open for GUCians and Non-GUCians are welcome as well!

For registration, follow this link:
https://goo.gl/forms/m19DUAtzzZbx5Qix2",unsure
حكايات,"فرقة المسرح بالجامعة الألمانية هتقدم حاجة جديدة من نوعها : 
حكايات .. مسرحيتان كوميديتان في يوم واحد !
محتاجين لكوميديا في جو الدارسة والشتاء 

يوم  الخميس ٢٢/٢ الساعة ٦ مساءاً (لطلبة الجامعة فقط -Gucians only)
الساعة 8:30 (للجميع من داخل و خارج الجامعة- Gucians and outcomers)
في H4
واللي بيروحوا بالBus ميقلقوش .. هيكون في Buses بعد العرض الأول

الحكاية الأولي:
 
و ده مشروع تخرج دفعة التمثيل لسنة ٢٠١٨ للفرقة
إخراج : طارق سعيد

الحكاية الثانية : 
 
تأليف و إخراج: كامل الشافعي
مخرجان منفذان : أحمد شنواني - محمد عصام

الحكايتين تنسيق وإدارة :
 خالد سليمان

إشراف مسرحي :
وليد طلعت 

مديرة النشاط المسرحي :
 د.هالة حشيش

تصميم الدعاية :
 وليد سامح

الممثلون بالترتيب الأبجدي :
أحمد عماد
أحمد هاني 
تيا اسكندر
حاتم علوي 
دارين عطا الله
دنيا محمد
دينا محي
روان أشرف
سادين الديرى
سيف محسن
شهد وائل
على عبد السلام
على عبدون
عمر خيري
عمر شناوي
عمر وليد
عمرو أشرف
فاروق خالد
كامل الشافعي
محمد القرشي
محمد حاتم
محمد حبيب
محمد عشماوي
محمد عطوة
مروان عادل
مريم عمر 
مهند مرسي
مي طلعت
طلال المغربي
ندى الرزاز
ندى فؤاد 
نهى مصطفى
نور الأشرم
هايدي أسامة
وليد سامح
يارا عبد الرحمن
يسرا صوفي
يوسف علي",unsure
TIQ '18 Recruitment,"We live in a world of diversity, diversity of culture, diversity of belief, diversity of thought. When we ask ourselves the important questions, we reach many important conclusions, but it is through constantly communicating with one another, constantly trying to understand and at the same time influence, that we can together shape a possible resolution.

The Intelligent Question (TIQ) is an active working group founded and located in the German University in Cairo. It serves as a platform for the critical minds that are passionate about the idea of debating, willing to discuss controversial topics and to share their constantly increasing knowledge about a variety of issues.

TIQ aims to spread the culture of debating in its surrounding community through emphasising on the importance of attending debates and forming opinions about a multitude of issues in the society.

We are recruiting:

DEBATERS:
    -Attend House Meetings of their respective Houses
    -Participate in competitive debates
    -Come up with Arguments 
    -Research for Motions
   

MC (MARKETING COMMUNICATIONS):
    -PR Booths for Events
    -Social Media Coverage (Facebook, Instagram, Snapchat)
    -Generating Campaign Ideas
    -Branding


MD (MEDIA DESIGN)
    -Visual Designs
    -Photography and Videography
    -Video Editing
    -Web Development 


CL (COORDINATION & LOGISTICS)
    -Approvals for Events
    -Logistics (getting materials)
    -TIQ Camp
    -TIQ Package


IR (INVESTORS RELATIONS)
    -Disciples Program
    -Media Sponsorships
    -Public Figures & Hosts
    -Entertainment for Events


FR (FUNDRAISING)
    -Financial Sponsors
    -Market Research
    -Ideas for Generating Funds
    -Catering
    -FR events",unsure
PYF Summer Camp '17 | (k)now,"""Now this is eternal life: that they know you, the only true God, and Jesus Christ, whom you have sent.""

وَهذِهِ هِيَ الْحَيَاةُ الأَبَدِيَّةُ: أَنْ يَعْرِفُوكَ أَنْتَ الإِلهَ الْحَقِيقِيَّ وَحْدَكَ وَيَسُوعَ الْمَسِيحَ الَّذِي أَرْسَلْتَهُ.

John 17:3 | يوحنا ٣:١٧

Dearest Parthenians,
Here's a chance for each one of us to know more, to dig deeper, to read further and to understand better, who our Lord is, how blessed we are by the salvation story and our way to the eternal life!

Join us for
PYF SUMMER CAMP '17 \\ (K)NOW

›› Camp Details
• Place: Beit ElBatal, Orabi
• Price: EGP 340 till 13/6, then EGP 360 till 16/6
• Date: 19/6 to 21/6

›› Reservation Team
• 40-:
Marie Magdy: 0120 263 7753
Sousana Hakim: 0122 953 2298
Sherry Ibrahim: 0128 942 0809 
Merna Nagy: 0120 712 6252
Joseph Ashraf: 0 122 3281527
Mina Medhat: 0 122 122 0943
• 37-:
Marina Amir: 0120 058 9980
Maggie Ezzat: 0112 633 3606
Michel Ashraf: 0 128 433 3151
• 34-:
Merna Maher: 0111 110 2283
Veronica Adel: 0102 559 0484
Joyce Tawfik: 0100 903 2360
Sherrie Karim: 0121 077 7820
Fouad Fayez: 0127 482 3333
Youssef Raafat: 0122 300 7352
• 31-:
Patricia Joseph: 0122 865 9933
Monica Soliman:0128 220 0847
• 28-:
Kiro Awny: 0111 366 3749
Lavinia Sawires: 0100 112 5007
• Graduates: 
Mina Youhana: 0122 721 2358

›› Notes
• Make sure to fill the form with the reservation team member to have your place.
• Only reservations with full payment and filled form will be considered.
• Deadline for cancelling the reservation is 17/6
• Due to facebook regulations, Te Parthenos account has limited number of invitations. Therefore we kindly ask you to help us by inviting your friends.

Invite your friends and stay blessed :)",unsure
Engineerex 7,"Engineerex 7 brings you the more than 40 of the top companies, 1000+ Exclusive Career Opportunities, 30+ Inspiring Talks and Workshops, and our Entrepreneurship Support Module.

***Use Uber Code ""Engineerex7"" for 2 FREE Rides to and from Engineerex****
> Get our Ticket Now on: bit.ly/engineerex7 [ LIMITED] <
> For Participating Companies: engineerex.com/home/participants 
<
> For Agenda: bit.ly/engineerexagenda <

• What is it all about?
Engineerex is the leading and only engineering and computer science platform in the region. Through the day, you'll get to explore hundreds of career opportunities, connect with the top 40 companies in the market, join amazing 30+ Talks and workshops, along with our Entrepreneurship Support Program.

• Who should attend?
There are endless opportunities to Engineers from all backgrounds and Computer Scientists at Engineerex. You are highly encouraged to attend and engage with various modules. It's an eventful day that you don't want to miss.

• Why should you attend?
At Engineerex, there are no limits to how you can benefit from it. Engineerex will take you and your career to a whole new level.
It's a great way to explore and connect with thousands of opportunities, get market insights, engage in professional career coaching workshops, attend interesting talks by industry icons; and exchange experience with other professionals in your fields. Don't miss our entrepreneurship program and workshop; maybe you will be the mastermind behind the next big thing.

• Have More Questions?
Please check our Help section on www.engineerexcairo.com 
If this still hasn’t answered your questions, the fastest way to get your question answered is to drop us a facebook message on our page: facebook.com/EngineerexCairo



Employer?
Go to the employers' zone on www.engineerex.com (EMPLOYERS ONLY)",unsure
