The lan of  reviewers,"احنا الرحالة .. بنروح اي مكان فيه اكل او فسحة حلوة .. اي مكان فيه متعة و انتوا هتكونوا في قلب الحدث معانا

  ",Food & Beverage
Samsung,"Welcome to the Official Samsung Egypt page where you can “like” us to engage with other Samsung fans and get the latest info on products, promotions, events & more!

Contact Us:  http://www.samsung.com/eg/support/",Electronics Company
Tasty,"Food that'll make you close your eyes, lean back, and whisper ""yessss."" Snack-sized videos and recipes you'll want to try.",Media/News Company
Mohamed Salah,"Twitter: @22mosalah
Instagram: mosalah22
",Athlete
Tastemade,Recipes that taste good. Videos that feel good.,Community
Identity Magazine,"Identity delivers fashion, entertainment, celebrity and latest happenings from all over the world.",Magazine
Career Advancers,"Career Advancers ''Unleash your potential""

Our Services:
1) Career Advising Sessions. 
2) Workshops.
3) Courses.
4) Recruitment.
5) Career Tips.
6)  Job Market and Employer Reviews. ",Educational Consultant
Bo2loz,Bo2loz is a chat Bot that is connected to our entertainment website.It can show what our website offers and chat a little bit with common words.Try it ;),Software
Mekky,"Mekky official Page

Digital revenue consultant : Haitham Selim
Photography: Islam Abd Rabo ",Artist
Vignette - ڤينييت,"ڤينييت بتقدمه إنجي وبتقول رأيها في الأفلام من وجهة نظر الجمهور.
A web show where injy gives her opinion on movies from Egypt and around the world",TV Show
في ال لا لا لاند - Fel La La Land,Fel La La Land Series Official Page,TV Season
Mohamed Henedy,Mohamed Henedy Offiical Page,Artist
Bright Side,Inspiration. Creativity. Wonder.,Media/News Company
Eh Bee,"We like to have as much fun as possible as a family!
Instagram/Twitter/Snapchat/YouTube: @ehbeefamily
",Public Figure
Hesham Afifi - هشام عفيفي,"Director, Musician, And lots of stuff.",Public Figure
IEEE,IEEE is the world's largest professional organization dedicated to  advancing technological innovation and excellence for the benefit of  humanity. ,Engineering Service
GUC Media Production Center,A media centre to produce high-quality material for the GUC’s various academic and non-academic activities.,Media/News Company
Interesting Engineering,"Interesting Engineering is a cutting edge, leading community designed for all lovers of engineering, technology and science.",Media/News Company
Tech Insider,Tech. Science. Culture. Innovation.,Publisher
عربي +AJ,+AJ عربي مجتمع من القصص التفاعلية، المؤثرة والملهمة التي نبنيها وننشرها معاً.,Media/News Company
IEEE GUC Student Branch,"IEEE German University in Cairo Student Branch.
""We come, We see, We upgrade.""
",Youth Organization
Egychology - ايجيكولوجي,"ايجيكولوجي تقدم اليكم سلطة العلم بمزيج من التاريخ و الفلسفة و علم النفس. 
وجبة علمية سعيدة. :)
و كالعادة، لازم ننوّر الظلمة. ",Public Figure
Genius,"Official page for Genius on National Geographic in the U.S., where we'll discuss all things genius, mind-blowing, and fascinating happening around the world: past, present, and future.",TV Show
Tabla Beats by Mareen,,Musician
Peaky Blinders,"PEAKY BLINDERS - The epic British gangster drama.
WATCH on Netflix or buy on DVD and Blu-ray now! 
",TV Show
بيومى فؤاد,"for advertising on page, communicate with us on page message 
",Artist
Narcos,Rise of a new empire. All episodes now streaming. #Narcos,TV Show
The Sons of Father Bishoy Halem,,Public Figure
إعمل بيزنس,إعمل بيزنس لتقديم النصائح لأصحاب الأعمال فى إدارة المشروعات الصغيرة والمتوسطة,Business Consultant
Edu Homemade Books,"Readers are made on the Lap of their parents.  
Edu Homemade Books offer ""Quiet books"" made of fabrics; filled with quiet activities for children.  ",Baby Goods/Kids Goods
Cairo Filmmaker's Courses,"Cairo Filmmaker's Courses is specialized in helping you become a filmmaker, through well-rounded courses and practical work.

Cairo Filmmaker's Courses was founded by Mareen El Masry.",Local Business
Manchester United,"Welcome to the Official Manchester United Facebook Page. Keep up to date with the latest news and content, engage with the club and fellow supporters.",Sports Team
Tom Hardy,,Arts & Entertainment
Punny Pun Times,"Tarek and Fahed, two lifelong friends with a skill to twist words in a bilingual stupid fashion are now making videos to share the laughter with the world...

https://www.youtube.com/channel/UCsRvIZNmytuJeWLD7lV1P9Q",TV Network
David De Gea,"Página Oficial de David De Gea / The Official David De Gea's Facebook Page 
http://degea1.com/",Athlete
Zlatan Ibrahimović,Welcome to the OFFICIAL Fan Club Facebook page of Zlatan Ibrahimović.,Athlete
elmenus.com,elmenus is a comprehensive food discovery platform accessible through our website elmenus.com and mobile apps. We help people decide what to eat!,App Page
Russell Crowe,"Older than my children, younger than my parents, get the odd job. ",Actor
Screenshots,@addscreenshots,Community
Mohamed Q - محمد كيو,For contact : keubusiness1@gmail.com ,Public Figure
Food Gun,,Fast Food Restaurant
Cocktail-VP,"Watch Interesting Videos & Pictures on CocktailVP
",Media
Primo's Pizza,"مدينه نصر .. 28 مصطفي النحاس بين مكرم و عباس العقاد .
التجمع .. مجمع البنوك .. مول تاون سنتر 106 .
مصر الجديده .. 177 الحجاز بعد ميدان الحجاز.",Pizza Place
Caruso's American Cafe,Restaurant & Cafe,Restaurant
El Karma - الكرمة Coworking Space,"مواعيد العمل : 
يومياً من 12 ص - 10 م ماعدا يوم الاحد من 12 ص - 5 م",Bookstore
بيومي فؤاد مش بيومي فؤاد,307,Comedian
Do You Speak Movies?,"""Do You Speak Movies?"" is a page about cinema and everything that goes with it: reviews, news, trailers, quotes, videos & anecdotes...",Arts & Entertainment
Foil Arms and Hog,"http://www.youtube.com/foilarmsandhog
http://www.twitter.com/foilarmsandhog
http://www.foilarmsandhog.ie",Comedian
M.G. Travel Diary,"Lifaholic guy who has been to 20 countries so far .

",Local & Travel Website
People Are Awesome,"Amazing videos of people doing incredible things!

Submit Your Videos: http://bit.ly/SubmitToPAA
YouTube: http://bit.ly/PAASubscribe",Entertainment Website
The Graham Norton Show,The Official Page of The Graham Norton Show.,TV Show
تعلم اللغة الالمانية -Learn German -Deutsch Lernen,تعلم اللغة الالمانية - تعلم اللغة الالمانية بكل سهولة - تعلم اللغة الالمانية للمبتدئين - تعليم اللغة الالمانية للمبتدئين,Education Website
ContactCars.com,"The Official Fan Page of www.contactcars.com Since 2004 the No.1 automotive website in Egypt

الصفحة الرسمية لكونتكت كارز موقع السيارات رقم ١ في مصر",Website
Afaf El-Hodhod,"Egyptian olympic shooter
Got the 5th place in Nanjing Youth Olympic Games(YOG)  2014 & the 5th place in Rio Olympic Games 2016.",Athlete
Smart is the New Sexy,"We Love Science!

Presented by TheSoul Publishing.",Media/News Company
Grilla Sandwiches,Your cravings satisfied to the fullest!,Burger Restaurant
St. Mary and ArchAngel Gabriel Coptic Orthodox Church,Our church mailing address is: St Mary and Archangel Gabriel P.O Box 58252 charleston WV  25309.. God bless all your donations.,Church
Ibrand,"ibrand is a t-shirt company that values quality and great design. ibrand  t-shirts
 طباعة تيشرتات ديجيتال - ملابس رجالى - ملابس حريمي - ملابس اطفالى - سويت شيرت - هودي - تيشيرت بولو -",Clothing (Brand)
Outlander,"Official Facebook for Outlander, a STARZ original series based on bestselling novel by Diana Gabaldon. Catch up anytime on the STARZ App. ",TV Show
Ozzy Man Reviews,"No bullshit. 
http://www.youtube.com/ozzymanreviews
Contact: ozzymanreviews@gmail.com",Comedian
Shailene Woodley,,Dancer
البابيونة للإنتاج الفني,"شركة البابيونة للإنتاج الفني
""للفن الشيك"" ",Comedian
Premier League,Welcome to the Official Facebook fan page of the Premier League,Sports League
Timon and Pumbaa,Hakuna Matata!,Movie Character
