Life in Christ - الحياة في المسيح,نحن هنا لدعم قصص حياة المسيحيين حول #العائلة #الكنيسة #الحياة اليومية. تواصل معنا مباشرة يوميا من 10ص :12 م،ننتظر رسائلك,Community
زاوية ٣٦٠,,Website
dmc TV,"قناة dmc
شاهد برامجنا
goo.gl/Cw2uYb
شاهد البث المباشر 
https://goo.gl/1Y4LWZ ",TV Channel
Google,Organizing the world's information and making it universally accessible and useful.,Arts & Entertainment
Bo2loz,Bo2loz is a chat Bot that is connected to our entertainment website.It can show what our website offers and chat a little bit with common words.Try it ;),Software
Cookies mama كوكيز ماما,احلي كوكيز هاتكلوه في حياتكوا و باسعار بتاعت زمان بدل ماحنا جيبنا فضي من الكافيهات,Product/Service
جوري JOURY," موقع البيع المصرى باستثمار مصرى لبيع المنتجات المختلفة من الاليكترونيات والموضة  
",Shopping & Retail
خالد الفايد khaled alfayed,"الاسم : خالد الفايد 
العمر : 14 سنه 
الدوله : مصر 
المدينه : بني سويف 
الموهبه : لا تقدر بوصف
  سنسعي ونسعي للفوز بلقب ذا فويس كيدز 2018",Artist
T.D. Jakes Ministries,"Bishop T.D. Jakes is an influential leader and serves as Senior Pastor of The Potter’s House, located in Dallas, TX.",Religious Organization
T.D. Jakes Quotes,"Bishop T.D. Jakes, one of the world’s most revered masterminds, leverages his pioneering vision and instinct to serve others in areas extending beyond the church.",Motivational Speaker
Google Cloud Platform,"Helping you build what's next with secure infrastructure, developer tools, APIs, data analytics and machine learning.",Product/Service
بنك الغذاء و الكساء بقصر الدوبارة KDEC Food & Garment Bank,"As people called by God to reveal His love and mercy to the people of Egypt, we want to provide the physical and spiritual needs of the poor.",Community
مواطن بسيط بس مش عبيط,"الاسم بيمثل اغلب الشعب غالبا احنا ظروفنا زي بعض واهو
بنفضفص وممكن صوتنا يوصل والدنيا تظبط 
",Entertainment Website
Pizza Hut,أهلاً بك في الصفحة الرسمية لبيتزا هت في مصر. ,Pizza Place
Jamalek Beauty Salon,,Beauty Salon
Nelly Karim,Nelly Karim Official Page of the Egyptian Actress ,Public Figure
ICPC News,"Official news source for the ICPC, the premiere global programming competition conducted by and for the world’s universities.",Nonprofit Organization
Kajweloh,"""الكجوله"" مفهوم جديد معناه انك تحول بنفسك كراكيبك المهملة لفكرة جديدة مفيدة!
كجولوا.. المركون هتجددوه.",Community
Emma Watson,,Artist
Mona Zaki,"Welcome to my official Facebook page 
Twitter: http://twitter.com/Monazaki 
Instagram: http://instagram.com/MonaZakiOfficial 
",Artist
Global Leadership Summit - Egypt,The Global Leadership Summit is a global event held by the Willow Creek Association in 140 countery around the world. See u in Egypt from 22 - 24Feb. 2018,Community
Sherihan شريهان,"Sherihan's Official Page | Actress & Lawyer الصفحة الرسمية للنجمة شريهان
http://instagram.com/sherihanofficial
http://twitter.com/sherihan
",Artist
Fifi Abdou,"Official Fifi Abdou  Facebook Page
Follow Fifi  @       www.youtube.com/fifiabdochannel
www.instagram.com/fifiabdouofficial 
https://twitter.com/Fifiabduoffcial
",Artist
Ahlam,The Official Page of the Emirati singer Ahlam Alshamsi©,Musician/Band
The House Boutique,,Clothing (Brand)
Be Shine MennaSaad,,Just For Fun
ثقافة بالعربي,,Magazine
X Factor Global,X Factor Global is a central hub for fans of the show to find top clips from all around the world.,TV Show
Youmna N. Elghandoor Art_Work," Pablo Picasso once said, ""The purpose of art is washing  the dust of our daily life off our souls ."" 
and this is how I see/use drawing.<3 !!",Artist
AIESEC Egypt,AIESEC is the worlds largest youth driven organization in the world. This is the National Chapter of AIESEC Egypt. ,Non-Governmental Organization (NGO)
Project Runway Middle East,برنامج الموضة الأول من نوعه في العالم العربي. ,TV Show
Ralph & Russo,"Welcome to the exclusive world of Ralph & Russo
",Brand
Me Before You,On June 3rd #LiveBoldly,Movie
Beelink Productions,Company specialized artistic production and distribution - Drama - Audio - Dubbing,Music Production Studio
Aminaa Muhammd,"Amina Unofficial page

www.instagram.com/aminakhalillovers1",Artist
Fatima Naoot فاطمة ناعوت,"الصفحة الرسمية للكاتبة فاطمة ناعوت 
The official page of author Fatima Naoot
تعلنون علينا ظلامكم، وعليكم نُعلنُ الحبًّ، ونعلن التنوير.
",Public Figure
Dot Art,,Photographer
Sherine Abdel-Wahab,"صفحة الفنانة شيرين عبدالوهاب الرسمية
",Artist
Amina Khalil,Amina Khalil Official Page,Artist
Mohamed Mamdouh,,Information Technology Company
CBC Egypt,Welcome to the official CBC (Capital Broadcasting Center)  Facebook page -CBC is an Egyptian TV channel. Connect to us and share this page with your friends. The content of this page is Egypt focused.,TV Channel
Hossam Hassan,"MyOnly Instagram : 
www.instagram.com/hossammano1
MyOnly Account :
www.facebook.com/hossam.mano.9
YouTube Channel :
https://www.youtube.com/channel/UC38UgNcJU68Re1KYzalOO0w/featured",Artist
Le A3la Se3r لأعلي سعر,"حين يتحول الحب إلى كراهية وانتقام، يخرج الشر الكامن داخل البشر فالجميع سهل شراءهم والذي يقاوم له سعر، فمن يصل لأعلى سعر؟‎
إنتاج: العدل جروب",TV Show
في ال لا لا لاند - Fel La La Land,Fel La La Land Series Official Page,TV Season
Mariem AbouShawareb,"For all the words that go unsaid. They can be painted :D .Abstract paintings, most of which are done on my phone, that reflect my thoughts. 

 ",Artist
Vodafone Egypt,Welcome to Vodafone Egypt's official page. website: http://vodafone.eg & eshop: http://shop.vodafone.eg and http://twitter.com/VodafoneEgypt,Telecommunication Company
برنامج صاحبة السعادة,"برنامج واقعي يبحث عن الهوية المصرية..
الاثنين والثلاثاء الساعة 11:00
للمزيد
http://goo.gl/9Gycjn",TV Show
Kelly Bridal Wedding Dresses,"Welcome To The Official Facebook Page Of Kelly Bridal wedding dresses
الصفحة الرسمية لـ أتيليه كيلي ",Bridal Shop
Mohamed Henedy,Mohamed Henedy Offiical Page,Artist
Nelly Karim,"Real Instagram
instagram.com/nellykarim_official

Real FB Account
facebook.com/nona.karim.35",Artist
ينفع نفرح,"احلي رجاء عندنا رجاء ان ربنا لسه بيحبك حب مش مشروط مش حسب حالتك .. هو بيكره  الحاجات اللي بتعملها غلط لكن هيفضل بيحبك...
وعلشان كده ينفع نفرح",Community
Kasr el-dobara evangelical Church,الصفحة الرسمية للكنيسة الانجيلية بقصر الدوبارة,Community
Dejavu,"http://dejavu.shoes/
",Clothing (Brand)
The Christmas Scarf,"Hurry up to buy your Christmas Scarf GIFT!!!  - An annual Product released for Christmas & winter season in Egypt, and 100% income for charity.",Product/Service
Nebula,"Our company “Nebula” is an emerging advertising agency, with the sole goal of taking our client’s brand, and making it shine like a star.",Advertising Agency
قائمة التحالف الجمهوري للقوى الاجتماعية,,Politician
Onething Egypt,"الصفحة الرسمية ل Onething في مصر
",Community
Recycle for Egypt,"New Egypt is a Clean Egypt...
Reduce Reuse Recycle and Repeat..
Be the 1st doing the 4 R's",Community
Disney,"مرحبًا بك في الصفحة الرسمية لديزني في الشرق الأوسط
Welcome to Disney’s official Middle East page",Movie
Krito,,Software Company
Surf Style,"Bringing you the best deals from the US.  Our scheme: Continually updated albums that include:apparel, make-up & much more :) u will not find cheaper :) ",Clothing (Brand)
La Novia Bridal,"La Novia Bridal Official Page. Looking for a stunning look? Check the NEWEST bridal & evening wear with LOWEST prices!
Plz set an appointment to visit us.
",Bridal Shop
معرض المصطفى للأدوات الكهربائية,ثقافة عامة,Community
لعبة إبليس,مسلسل لعبة ابليس بطولة يوسف الشريف - رمضان 2015,TV Show
The 5,"Bookings: booking.me@sonymusic.com and booking@ambiancelb.com

Follow us: 
https://twitter.com/the5official
https://instagram.com/the5official
https://www.youtube.com/The5VEVO
",Musician/Band
RefreshYourMind - RYM,نحن نحتاج لتجديد الأذهان لنري اساسيات خلق الله للانسان،قد ارسل الله كلمته ليشفي اذهاننا و نحن نشتاق كل يوم لنشبع اذهاننا بهذا الغذاء الصحي.,Community
Slim Abdennadher Facts,Slim Abdennadher facts are satirical factoids about professor and programmer Slim Abdennadher that have become an internet phenomenon and as a result have become widespread in popular culture. The facts are normally absurd hyperbolic claims about him,Community
Prof. Dr. Slim Abdennadher,,Public Figure
Haidy Salah - Makeup Artist,beauty,Makeup Artist
Ghada Adel,العلم نور صفحة تقدم لمتابعيها كنز من المعلومات القيمة والمفيدة والمسلية,Magazine
Dr. Aladdin Abdul-latif,"unofficial page of  Dr. Aladdin Abdul-latif
",Public Figure
Lilly Makeup Artist,"I offer make-up lessons, and make-up application. If you want help with your make-up for a natural look. ",Makeup Artist
Criminal Case,"Solve Cases and Hunt for Hidden Objects!
http://apps.facebook.com/criminalcase << PLAY NOW!",Video Game
PERLE D'OR,Offering the latest fashionable trendy evening dresses for All Ages in All Sizes between 0-24. Straight from the US carrying high quality brands!,Women's Clothing Store
Fantastic Four,"Get it now on On Blu-ray™,  DVD & Digital HD.
http://bit.ly/Fant4stic_DHD #FantasticFour",Movie
Roba Zoheir Makeup Artist,"for reservations contact us on 
01203951406 :) ,from 3 pm till 12 am :)
Makeup studio at nagiub basioni st. Behind cilantro kolia Elharbia,heliopolis",Artist
Joyce Meyer Ministries - Arabic,"مشاركين بالمسيح - محبين للآخرين 
هذه هي الصفحة الرئيسية لخدمات جويس ماير وجويس ماير",Nonprofit Organization
Toktok Drift,"Toktok Drift Game 

By Appsinnovate www.facebook.com/appsinnovate",Video Game
Chalany High Heels,"Support - shoespost.com/faq/
post@shoespost.com

All shoes shoespost.com
My shoes chalany.com

High heels, Shoes, Boots, Sandals, Sneakers, Zapatos",Footwear Store
Burger King Arabia,"The Official BURGER KING® Egypt Facebook page. To end hunger, call 16977",Fast Food Restaurant
I Love Manicures !!!,"A page offering great ideas for your manicure and pedicure and how to do it.
http://ilovemanicures.info/",Nail Salon
Beauty center Saeed & Wassef,,Skin Care Service
Saree blouse designer,,Community
International House of Prayer,24/7 Prayer. 24/7 Works of Justice. Until Jesus Returns. http://www.ihopkc.org or http://www.twitter.com/ihopkc or http://www.instagram.com/ihopkc,Nonprofit Organization
Dresses,<3 _ <3,Health/Beauty
Mariam Wahid - Makeup Artist,"Beauty and SFX Makeup Artist 
Certified : 
- MUD USA 
- Faten Abyad Salon Beirut
- Makeupforever Paris 
- Bouba beatique Beirut
- LuxuLashes Beirut",Artist
هبة رجل الغراب الجزء التاني, الصفحة ديه لمسلسل هبة رجل الغراب المسلسل المشهور بطولة ايمى سمير غانم,Community
edressit.com,"eDressit - Your Personal Designer!  Shop dresses online at www.edressit.com . For customer service, please email  orders@edressit.com

",Clothing (Brand)
100 Ballz,"An exciting, challenging and straightforward addicting game. Now available on the Google Play store.",App Page
Sahar Abdel Chahid Beauty Lounge,"Certified Degree from the Ministry of Education & Higher Education in Lebanon, from Apilus Academy, in Tattoo, Make-Up Art, Laser Treatment & Facial Care.",Makeup Artist
Great Skirt,"Do you want to be GREAT modest girl with GREAT style ? if yes you should shop with GREAT SKIRT now ;)
 ",Clothing (Brand)
المصري اليوم,"الصفحة الرسمية لجريدة المصري اليوم على فيسبوك.
www.almasryalyoum.com",Newspaper
Maher Samuel,"الدكتور ماهر صموئيل - خادم الانجيل - استشاري الطب النفسي 
ماجستير الفلسفة والدين من جامعة ترينيتي انترناشيونال إلينوي",Public Figure
StylishEve,"Stylish Eve is an online magazine that provides information and tips about fashion trends, clothing, outfits, home decoration, outdoors, beauty, and jewelry -   Official FB page for http://www.stylisheve.com/",Magazine
Pavlova,":
⬅  26 ش ابو داود الظاهري - بجوار كاستين -  فرع مدينة نصر
",Cupcake Shop
27 Dresses Movie,Available now on DIGITAL: http://apple.co/2uQNIy9,Movie
The New York Times,Welcome to The New York Times on Facebook - a hub for conversation about news and ideas. Like our page and connect with Times journalists and readers. ,Newspaper
