Attack,,Artist
BBC Earth,"Our world is an amazing place full of stories, beauty and natural wonder.

This is a page from BBC Worldwide, trading as BBC Studios, who help fund new BBC programmes.

Become a member of our fan panel and share your views  http://tinyurl.com/FBBBCEarth",TV Channel
Remood Places,الصفحة رقم واحد في ترشيحات الاماكن في مصر.,Community
Al Plateau - البلاتوه,"Plateau - بلاتوة

أحمد أمين - هو مغمور فى أوساط و يعامل معاملة فخمة فى 
أوساط أخرى، يشبه السواد الأعظم من الشباب المصرى. ",TV Show
Peace Cake,"Creative Agency, Production Agency, Music Production and all things content - Elli nefsak feeh",Advertising Agency
Hesham Afifi - هشام عفيفي,"Director, Musician, And lots of stuff.",Public Figure
Egychology - ايجيكولوجي,"ايجيكولوجي تقدم اليكم سلطة العلم بمزيج من التاريخ و الفلسفة و علم النفس. 
وجبة علمية سعيدة. :)
و كالعادة، لازم ننوّر الظلمة. ",Public Figure
Mechanical education,helping people to understand some mechanical engineering concepts,Engineering Service
بيومي فؤاد مش بيومي فؤاد,307,Comedian
Saturday Night Live بالعربي,"SNL Arabia on OSN
7:00 PM EG
https://twitter.com/SNLArabia
https://instagram.com/SNLArabia
https://soundcloud.com/SNLArabia",TV Show
5amsa Borsa3aid - خمسة بورسعيد,,TV Show
Egyptian Foodies,"بيت الأكّيلة المصريين.
إبعتولنا أكلاتكم و تجاربكم عن كل المطاعم اللي جربتوها.

www.instagram.com/egyfoodies/",Entertainment Website
Andrew Magdy Photography,,Photographer
Mohamed Jimmy,"Egyptian Actor, Director and Musician.

",Artist
UEFA Champions League,The official home of Europe's premier club competition on Facebook.,Sports League
Old Memorries,,Community
برنامج عائشة,برنامج عائشة هو منوعة ثقافية يستضيف في كل حلقة مجموعة من ابرز النجوم التونسين والعرب في حوارمفتوح تتخلله فقرات هزلية. البرنامج يعتبر سابقة ,TV Show
The Atlas of Beauty,Female photographer Mihaela Noroc travels and captures the natural beauty around the world showing the diversity of our planet through portraits of women.,Arts & Humanities Website
BingeCircle,Not your typical circle.,Media/News Company
محمد بدر - Mohamed Badr,فنان كوميدى,Comedian
FlickDirt Entertainment,Cinema On Your Hand - Flick Dirt Entertainment ,Arts & Entertainment
ElTantawy Designs,"El-TanTawY Company for Building & Construction Designs, Architecture , Decoration , Art work and Furniture
For Inquire : 
Eng-Mohamed Eltantawy :  01117455550
Eng-Ahmed Eltantawy : 01000006740",Apartment & Condo Building
أعترافات - E3trafat,أعترافك زي سرك والاتنين عندنا في بير ,Community
Esthetic Dental Care - EDC,EDC is your choice for haveing the perfect smile,General Dentist
Asser Yassin,,Artist
بتفرج علي ميكي,"ﻣﻴﻜﻲ ﻟﻠﺼﻐﺎر واﻟﻜﺒﺎر ﻣﻴﻜﻲ ﻟﻜﻞ اﻻﻋﻤﺎر 
#بتفرج_علي_ميكي 
القناة الرسمية على اليوتيوب : قناة ميكى ",TV Channel
Behind The Scene,"Welcome to Behind The Scene magazine, where exclusive Artistic News & Reports for Hollywood, Bollywood & The Middle East.",Magazine
بحبك ياكنيستي,"لشرح روحانية الكنيسة الارثوذكسية لمن لا يعرف كيف يعيش السماء داخل هذه الكنيسة واما انت فاثبت على ما تعلمت و ايقنت عارفا ممن تعلمت (1تى 3 :14 )
",Religious Organization
Mina Samir,"Official Mina Samir Page
",Public Figure
Now I've Seen Everything,"This is the place where you can find the most powerful, emotional and inspiring videos about life in its best manifestations!",Media/News Company
Chandler Bing's Sarcasm,Our old page was suddenly deleted by Facebook so we are starting it again! Hope you will support us. Funny posts about Chandler and his big sarcasm is back,Website
Mina Anton -Art Works,"New Coptic icon style
Digital icon
Digital Illustration",Artist
درب سعادة - Darb Sa3ada,ايماناً منا ان الشيكولاته هي طريقكم للسعادة فجبنا ميكروباص ناخدكم بيه لطريق السعادة او بمعنى اصح درب سعادة ;),Food Truck
NogoumFM 100.6,"الصفحة الرسمية لراديو وتلفزيون نجوم إف إم، مزيكا علي كيفك
www.nogoumfm.net
www.youtube.com/nogoumfm
www.twitter.com/nogoumfm
www.instagram.com/nogoumfm
",Radio Station
Alsafwa Data Recovery Egypt,"أول مركز استعادة الملفات فى مصر
استعادة البيانات
استرجاع الملفات
 Data Recovery Egypt
استرجاع بيانات
dvr recovery
استخراج الملفات
إستعادة الملفات
صيانة",Computer Repair Service
Everydaycairo,AboutA look at what's happening on the streets of Cairo.Honest stories of the greatest Arabic Metropolis.Follow us on Instagram: @everydaycairo,Photographer
LikeWorld,"Вирусная нативная реклама. Органическая интеграция вашего продукта в контент наших медиаплощадок общим числом более 200 млн аудитории.. 
По",Arts & Entertainment
The Tonight Show Starring Jimmy Fallon,"Official Facebook Page 
Twitter: http://twitter.com/fallontonight
YouTube: http://youtube.com/FallonTonight
Tickets: http://www.tonightshow.com/tickets",TV Show
Fixawy.net,"فيكساوي هو تطبيق يسهل لك الوصول لصنايعي محترف و آمان، مع نظام تسعير مضمون.

http://bit.ly/1JZFry1
http://apple.co/1pnzjqq",App Page
TVision,TVision Official Facebook Page ,Movie/Television Studio
محمد حسني مبارك,مستلزمات البيت المصري,Community
Coffee then Travel,"Full time digital nomad. Travel Writer. Blogger. Divemaster. If found, please return to the ocean. Currently in Egypt � ",Blogger
بورسعيد بين الماضى والحاضر,بورسعيد بين الماضى والحاضر,Movie/Television Studio
How you doin,For true fans of F.R.I.E.N.D.S,Community
LADbible,"The home of entertainment, viral videos, funny stories & the latest news since 2012!",Media/News Company
Nile FM,"Nile FM is Egypt’s #1 for Hit Music, Entertainment and Beyond! We bring you everything that’s hot right now.

Stay updated on www.nilefm.com 

Get the NileFM app on iOS & Android NOW
iOS: http://goo.gl/bbrNu Android: http://goo.gl/f24Wx",Radio Station
Kareem Elmonier,"Traveler, Entertainer and actor",Public Figure
Magic Fun,"المتعة و التسلية مع Magic Fun من خلال زر #Like ومشاركة أصدقائك في الفيس بوك  
الاقوى في الوطن العربي مختصة بــــ نشر #العاب_الخفة و #السحر ....",Performing Arts
America's Got Talent,"The official profile for America's Got Talent, premiering May 29 at 8/7c on NBC.  🇺🇸",TV Show
Ratatouille,A comedy with great taste.,Movie
Aziz al-akkad عزيز العقاد,Public Figure,Artist
Goalcast,Inspiring The World To Reach For Their Dreams.,Media/News Company
Life at Orange Egypt,Get to know what it's like working at a Top Employer!,Telecommunication Company
Omar English Trainer and Entertainer,"This is the only official page that represents the American accent trainer Omar Alaa who's also known as Omar A. Abdelrahim.
For registrations and inquiries please call the page or call +201019219150",Public Figure
PEOPLE ARE AWESOME,"Weekly new videos & pictures of AWESOME PEOPLE 

WE ARE ALL AWESOME <3",Public Figure
WWE,The official Facebook home of WWE and our worldwide fans that make up the WWE Universe.   http://WWE.com ,Sports Promoter
TOBY.,Toby is a drawn character that shows real life�wish you like it�,Product/Service
The Terminal,,Movie
Passant Nur El-Din,هنا حانشوف تفاصيل و أماكن حلوة ونعرف حكاياتها..هى حاجات حوالينا و أماكن بنعدى عليها..لكن بسبب زحمة الحياة ماجاتش فرصة نقف عندها ونسأل ايه هى ,Blogger
Fayrouz,Fayrouz is the natural and refreshing flavored malt beverage that brings you a fresh taste at the highest quality with its unique blend of fruit and malt.,Food & Beverage Company
موقع الهداف,جريدة الشباب التونسي  جريدة تونسية مستقلة ,Recreation & Sports Website
What Doesn't Suck?,"The best travel video guides to Dubai and beyond. 

No time to waste - get out and see the world!",Blogger
أنا إنسان - I am a human,"تقوم هذه الصفحة بنشر المنشورات الإنسانية الرائعة , لأن الأنسان كائن رائع يستحق الاحترام .. � !

www.instagram.com/iamahuman2015",Community Service
Central Perk,The Place Where F.R.I.E.N.D.S Meet ;),Coffee Shop
InstaGod Ministries,"Welcome, to the Official page of InstaGod™ Ministries. InstaGod™ is a nonprofit, 501(c)(3) Christian org.",Religious Organization
Ashraf Abdelbaky,"الصفحة الرسمية و الوحيدة على الفيسبوك
للفنان أشرف عبد الباقى",Public Figure
Life Without Limbs,"God's using a man with no arms or legs to be His hands & feet. Nick Vujicic of Life Without Limbs carries the love, hope & light of Christ around the world",Nonprofit Organization
Best Screenshots,"للاعلانات
whatsapp:01200522240
Best for the best .",Magazine
Mechanical Engineering World,"Mechanical Engineering World Is
Dedicated To Providing Comprehensive
Information Regarding Mechanical
Engineering & Construction .",Education Website
أصول الحياة الروحية,,Religious Organization
Athanasius Youth Meeting - إجتماع شباب أثناسيوس,"إجتماع شباب أثناسيوس للشباب الجامعى - شباب ضد العالم
Athanasius Youth Meeting - Youth Against the World",Religious Organization
† يسوع الحياة †,"كل قصور الملوك مكتوب على أبوابها ممنوع الإقتراب و التصوير ، إلا ملك الملوك فإنه يقول للجميع ....

 †  من يُقبل إليَّ لا أخرجه خارجاً  †",Religious Place of Worship
Nesma Mahgoub,"Welcome to the official Nesma Mahgoub Facebook page
Website : www.nesmamahgoub.com
Twitter :www.twitter.com/Nesmahgoub
",Musician/Band
الشيخ محمد متولي الشعراوي,الرجاء الاعجاب بالصفحة الرسمية للشيخ محمد الشعراوي الموثقة وجزاكم الله خير,Public Figure
بورسعيد اون لاين,"صفحة متنوعة النشاط هدفها تقديم كل انواع المعلومات والاخبار المفيدة لكل الناس والاعضاء
تابعونا على تويتر https://twitter.com/online_pts",Movie Theater
Sara Sabry,,Public Figure
F.R.I.E.N.D.S,"The lives, loves, and laughs of six young friends living in Manhattan.",TV Show
FRIENDS (TV Show),"The lives, loves, and laughs of six young friends living in Manhattan. ",TV Show
The Best of TV,The Best Moments from The TV Shows We Love.,TV Season
Sarcasm,"Welcome to official Facebook page of Sarcasm, part of Digihood Media Private Limited.",Media/News Company
تأملات وعظات البابا شنودة الثالث,تاملات وعظات وإشعار المتنيح البابا شنودة الثالث تحميل مباشر وبدون اي روابط ,Business & Economy Website
NBC Olympics,NBC Olympics is the U.S. broadcast rights holder to all Summer and Winter Games through the year 2032. Twitter: @NBCOlympics & online: NBCOlympics.com,TV Network
Transfer News Live,"Bringing you the latest transfer news and updates. Follow @DeadlineDayLive on Twitter - twitter.com/DeadlineDayLive
",Media/News Company
Cadbury Dairy Milk,"Cadbury Dairy Milk (CDM) was launched in 1905 and became an instant success in the UK.It is also an international favourite, enjoyed by millions of people ",Product/Service
Youssef Hazzi Design,"We talk about Design, Art, Photography, Advertising, Marketing, Style, Culture, Technology, and Social Media. Anything creative or innovative.",Website
البابا كيرلس حبيبي دايما معايا,"لا يضايق احدكم اخيه بكلمه صعبه 
بل صالحوا بعضكم بحلاوة المحبه",Public Figure
بدوية,"بدويـة..مشويـات وأكـلات عربيـة
سيتى ستارز، الدور الرابع
الساحل الشمالي، مارينا، أمام بوابة 7",Restaurant
