Yambo,,App Page
شوحها_متطلبهاش,"عمايل الأكل سهلة بس أنت مش عارف..
هتوفر ومش هتربى كرش أكل الشارع ولا هيوحشك أكل الحاجة",Cooking School
Slim Abdennadher Facts,Slim Abdennadher facts are satirical factoids about professor and programmer Slim Abdennadher that have become an internet phenomenon and as a result have become widespread in popular culture. The facts are normally absurd hyperbolic claims about him,Community
The Insider (GUC),The Insider (GUC) is the first  independent student-run newspaper at the German University in Cairo (GUC). أول جريدة طلابية مستقلة بالجامعة الألمانية بالقاهرة,Media/News Company
من وحى عظات - القمص/ داود لمعى,"سلسلة كتب ""من وحى عظات - القمص/ داود لمعى""
يراجعها و يقدمها أبونا داود لمعى

صلوا من أجل الخدمة و أن يكون كل عمل لمجد اسم الله",Book
IEEE,IEEE is the world's largest professional organization dedicated to  advancing technological innovation and excellence for the benefit of  humanity. ,Engineering Service
Nawwar - نوَّر,,Local Service
GUC Materials Cloud,GUC Materials Cloud is a desktop application designed for GUC students to be able to download and access all their materials offline (Intranet - MET - EEE),Software
Riddle Me This,Challenge your mind with these cool riddles & brain teases. Put your best detective hat on and get ready to riddle me this!,Show
They are hiring,"We are a group of consultants, who provide professional advice for job seekers. We also help companies, on all scales, find convenient candidates. 
Send us your CVs for professional review, and mention your field of interest to find you your perfect job. ",Consulting Agency
كـنائس شــبرا الشـــمالية -Churches of North shoubra,متابعة شاملة لكل ما هو جديد فى كنائس شبرا الشمالية ,Church
Airbus,"Official Page for Airbus. We're a global team designing, manufacturing and supporting the world's leading  aircraft.",Company
Dodo Impact,Dodo Impact. For animal people who want to make a difference.,Media/News Company
Unique,,Jewelry/Watches
InternetExplorer Egypt,InternetExplorer fans in Egypt,Community
Coptic Vines,"Coptic Vines
Send us your vines to vinescoptic@gmail.com or by inbox and the best will be posted. ",Just For Fun
Greek + Blue," #Grèce  #Greece  #Grecia #Griechenland °°°

instagram.com/Greek_Blue
www.Greek-Blue.tumblr.com",Website
Krispy Kreme Middle East,"Krispy Kreme Middle East welcomes you to their official page,join us in the UAE, KSA, Kuwait, Bahrain, and Qatar!
http://krispykremearabia.com/",Food & Beverage Company
Nutopia Egypt,"Nutopia is the first Nutella Bar in Alexandria. We serve the most delightful and delicious desserts using only the best topping, Nutella!",Egyptian Restaurant
Shrek,The official Facebook page for DreamWorks Animation's SHREK,Movie
Beyond The Image,"Beyond The Image by Elias Diab.
Your wedding, our passion.
Call us on: 03 186818",Photographer
Gucci,"Founded in Florence in 1921, Gucci represents world class luxury, Italian heritage and modern style.",Company
Andrea Pirlo,"Nato a Flero (BS) il 19 Maggio 1979 
Centrocampista New York City FC
PAGINA UFFICIALE",Athlete
Head and Shoulders,"Since 1950, head & shoulders has been at the forefront of scalp and hair science, leaving your scalp in good condition and moisture balanced.
",Product/Service
Selección Española de Fútbol (SeFutbol),"Sefutbol es el medio oficial de la Selección Española de Fútbol.

Sefutbol is the Official Website for the Spanish National Football Team.

",Sports Team
Dr. Magdi Yacoub Lovers,Dr. Magdi Yacoub  د. مجـــــدى يعقـــــــوب ,Doctor
BAE Systems,"Official page for BAE Systems plc, a global defence, aerospace and security company. http://www.baesystems.com",Aerospace Company
KFC,"This is the official Facebook page of #KFCArabia, where we craft finger lickin’ good content for every taste.",Fast Food Restaurant
Airplanes and Airlines,"Welcome to Airplane and Airlines ✈ , join us Like✈ Like✈ Like✈ , we brings you latest updates from aircraft and airlines industry",Magazine
أحمد حلمي Ahmed Helmy,"الصفحة الرسمية
Official Page",Artist
AirCraft & Rocket Entire Details,"A Page built for knowing and sharing of Aviation & space scientific Details updates pictures, jokes and photographs & videos",Book
3akrsha,"3akrsha is an informal settlement, located in Kaliobeya, Egypt. The brand 3akrsha aims at empowering women of this underprivileged village.",Community
Aviation Daily,"This page is updated daily with aviation discussions, some general aviation news/updates and a lot awesome aviation photos! Enjoy. - George, Sam",Community
Aircraft Fun Facts,"Have an Aircraft Fun Fact? PM Us and we'll post it, be sure to let us know if you want to be tagged or not.",Just For Fun
Born to Be a Pilot,"Born as a pilot,Grow as a pilot,Live as a pilot,Die as a pilot... PILOTS,THEY KNOW HOW TO FLY...",Community
Ajith Kumar - One Man Army Airbus,"Welcome to ☜☆☞Boeing Vs Airbus☜☆☞ - 

✈ ✈✈ Click ""Like"" and join our Page,That makes us you say Wow! ",Airline Industry Service
Aviation Photos,"http://aviationphotoslive.blogspot.com
Founder: K.K",Aerospace Company
Best Aviation Photos,Simply the best aviation photos you can find online! ,Personal Blog
International Aviation Photography,"Our admins all around the world, bringing you the best possible aviation photography!

We are always looking for admins message us if youre interested!
",Aerospace Company
Aviation Australia talk,This page brings you the latest in Aviation world wide as well as  photos from our crew on plane spotting trips and share  photos from our fans .Thanks,Community
Flight4Flyers,"Blog Aeronáutico | Noticias y curiosidades sobre el mundo de la aviación
www.flight4flyers.com | twitter & instagram: @flight4flyers",News & Media Website
We Are Crazy Aviation Fan,"✈ One mile of highway can take you only one mile, but one mile of runway can take you anywhere! 

©We Are Crazy Aviation Fan™",Community
Airplanes-Technology,✈ ✈✈  website created to enhance the intellectual knowledge for people in the field of aviation.,"Automotive, Aircraft & Boat"
Born To Fly,"""For each of us is created to die, And within me I know, I am born to Fly.""
Page For All Aviation Lover Who Born To Fly Only..
Like Us & Join Our Family.",Aerospace Company
Detroit Metro Airport Spotting,"A page (DMAS) for all those enthusiastic about aviation related activities at Detroit Metro Airport! 

***This page is NOT affiliated with Detroit Metropolitan Wayne County Airport or the Wayne County Airport Authority. (WCAA) 
",Community
SkyFive Photography,"Fan of aviation ? Like me ! Here, there are full of aero-picture ;)

https://www.flickr.com/photos/100270340@N08/


",Photographer
CDG Spotter,"Planespotter in Paris CDG, Orly and Le Bourget, I also go to airshows. I'll share here my passion for planes photography with you.",Photographer
Aeroplanes,"☜☆☞WELCOME ABOARD ☜☆☞
Flying High is passion and take this passion high.
 ✈ ✈ ✈ FLY HIGH ✈ ✈ ✈ 

",Aerospace Company
Air Franz,"Prenez de l'altitude...avec les photos, vidéos et infos aéros de Franz Massard. ",Photographer
BB Aviation Pictures,"Welcome to BB Aviation Pictures.
We're 2 Aviation Photographers based at AMS.
All photos © HB or RdB 2012-2017",Community
World wide De-Icing,This is a page for everybody who works in/or likes the world of De-icing.,Cargo & Freight Company
Boeing 747 Fun-Club,Welcome To Page 747 Connects Fans Around The World,Aerospace Company
RJJ Aviation Photography,"I am an aviation enthusiast, and I will continue to post and showcase my work. ",Community
Airbus pictures,"Hi guys, I'm a spotter from Montreal ! I will try and bring you the best content, hope you enjoy ! It is not only an Airbus page !",Community
Aviation Lover's United.,"Welcome all Aviation Lovers To Aviation Lovers United,post up your love for aviation be it you're  a simmer on youtube or a real life aviation personnel.",Just For Fun
Cool sport car,,Community
Fou-rire,"""Un anniversaire fou, plein de rires""",Company
Art of War,Page about strategic affairs - from Egypt,Aerospace Company
Aerospace Magazine,E-mail : aerospicy@gmail.com ,Magazine
Aircraft maintenace engineering,We make the metal fly!,Local Business
AIR CRASH INVESTIGATION,,Local Business
Air Crash Investigation,,Interest
حدائق الاهرام - الصفحة الرئيسية,"اكبر تجمع سكني لـ حدائق الاهرام على الفيس بوك

",Community
AEROSPACE ENGINEERING,"Aerospace engineering is the branch of engineering behind the design, construction and science of aircraft and spacecraft. It is broken into two major and overlapping branches: aeronautical engineering and astronautical engineering.",Education Website
Military aircraft photo,"✈All about  military aircraft and military science✈
✈كل مايتعلق بالطيران الحربي والعلوم العسكرية✈
",Aerospace Company
Zamalek SC,"Welcome to the Official Zamalek SC Facebook Page. Keep up to date with the latest news and content, engage with the club and fellow supporters.  ",Sports Team
The Netherlands football team,"The official Facebook page of the Netherlands football team for all international fans. The Royal Netherlands Football Association (KNVB) owns and updates this page. 
  ",Sports League
M&M'S U.S.A.,Welcome to the official M&M’S® U.S.A. Page. This is the place on Facebook where you can talk about (and occasionally to) your beloved M&M’S Brand Spokescandies.,Food & Beverage Company
غرائب و طرائف من جميع أنحاء العالم,Official page of the site:  http://www.ghara2baroundworld.com,Entertainment Website
الصفحة الرسمية للمتحدث العسكري للقوات المسلحة,عقيد أ ح/ تامر محمد محمود الرفاعي (المتحدث العسكري الرسمي للقوات المسلحة),Armed Forces
كواليس نيوز مصر,Www.kwalies.com,Community
Air traffic control,,Course
Yalla Tarneeb,,App Page
John Stewart,No! Not Captain Buzzkill! Not the guy who looks like everyone who ever fired your dad! He's gonna suck all the fun right out of this crazy thing. Just look at the online video announcing his run. It looks like a double as an ad for erectile dysfunction.,Public Figure
Cast Away,Available now on DIGITAL: http://apple.co/2uU3b0o,Movie
Imagination Photography,"Experienced in wedding photography & videography 
We've developed a unique vision.We help you to be yourself & still get the best shots.",Photographer
Am From Shoubra,أول وأكبر صفحة للشبراوية,City
FMP Mobiles - المستقبل للأجهزة الحديثة,"مرحباً بكم في الصفحة الرسمية لشركة المستقبل للأجهزة الحديثة
http://fmp.com.sa",Product/Service
Skype,"Skype is for doing things together, whenever you’re apart. Skype makes it simple to share experiences with the people that matter to you, wherever they are. www.skype.com",Product/Service
Pan Am International Flight Academy,"An Aviation Training Solutions Company. 
Type Ratings, Pilot Training, Flight Attendant and Dispatcher Training and more. www.PanAmAcademy.com",Aviation School
Drink Rani,"  The official Facebook page of Rani Float. We're Different and we make fruit drinks.  Chunks rock our Rani World.                 

  ",Food & Beverage Company
سامح حسين Sameh Hussein,"Sameh Hussein Official Page
",Artist
فيلم على جثتي,الصفحة الرسمية الوحيدة لفيلم احمد حلمى على جثتى من شركة شادوز.. بجميع دور العرض 15 يناير,Movie
أنـا لـم أنـتـخـب مـحـمـد مـرسـي,"نفضح الاخوان وأتباعهم من السلفيين وثورجية امريكا ,لناس بشكل ساخر_كوميدي_هزلى
الشرعية ... الشرعية .. مرسي .. مرسي .. ",Politician
Bible Quotes,Share this page with your family and friends so that they may receive the Word of God.,Community
Jesus Daily,"You are invited to join #1 Jesus Daily® now! Please Like, Comment and Share your prayer needs. Don't forget to invite your Friends.",Broadcasting & Media Production Company
